lon,lat,series_id,study_id,spatial_unit,variable,taxonname,species_code,site_number,unit,ott_id,name_cleaned,ncbi_id,genus,family,order,class,phylum,kingdom,taxon_rank
-111.496,41.871,seriesD00024_site005_speciesPICENG_varialbe_cone_unit_cones/individual,D00024,stand,cone,Picea engelmannii,PICENG,005,cones/individual,248427,Picea engelmannii,3334,Picea,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-111.496,41.871,seriesD00024_site005_speciesPINCON_varialbe_cone_unit_cones/individual,D00024,stand,cone,Pinus contorta,PINCON,005,cones/individual,1044477,Pinus contorta,3339,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-111.508,41.855,seriesD00024_site006_speciesABILAS_varialbe_cone_unit_cones/individual,D00024,stand,cone,Abies lasiocarpa,ABILAS,006,cones/individual,85998,Abies lasiocarpa,34340,Abies,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-111.508,41.855,seriesD00024_site006_speciesPICENG_varialbe_cone_unit_cones/individual,D00024,stand,cone,Picea engelmannii,PICENG,006,cones/individual,248427,Picea engelmannii,3334,Picea,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-111.532,41.959,seriesD00024_site007_speciesPINFLE_varialbe_cone_unit_cones/individual,D00024,stand,cone,Pinus flexilis,PINFLE,007,cones/individual,799605,Pinus flexilis,151559,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-111.532,41.959,seriesD00024_site007_speciesPSEMEN_varialbe_cone_unit_cones/individual,D00024,stand,cone,Pseudotsuga menziesii,PSEMEN,007,cones/individual,1075713,Pseudotsuga menziesii,3357,Pseudotsuga,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-111.537,41.876,seriesD00024_site008_speciesPSEMEN_varialbe_cone_unit_cones/individual,D00024,stand,cone,Pseudotsuga menziesii,PSEMEN,008,cones/individual,1075713,Pseudotsuga menziesii,3357,Pseudotsuga,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-102.9513068,36.895518,seriesD00026_site001_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,001,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-102.9372977,36.9047325,seriesD00026_site002_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,002,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-103.9753209,36.78314156,seriesD00026_site003_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,003,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-104.4561351,36.90570819,seriesD00026_site004_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,004,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-105.2461322,35.58818801,seriesD00026_site005_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,005,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-105.9853388,35.602463,seriesD00026_site006_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,006,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-105.6793854,35.57192029,seriesD00026_site007_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,007,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-106.366135,35.15730719,seriesD00026_site008_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,008,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-107.203305,34.107198,seriesD00026_site009_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,009,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.379516,33.393289,seriesD00026_site010_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,010,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.1437188,32.83443749,seriesD00026_site011_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,011,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-105.8116192,32.96188833,seriesD00026_site012_speciesPINEDU_varialbe_cone_unit_cones/individual,D00026,stand,cone,Pinus edulis,PINEDU,012,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
141.5575,39.80888889,seriesD00027_site001_speciesQUEMNG_varialbe_seed_unit_seeds/m2,D00027,stand,seed,Quercus mongolica,QUEMNG,001,seeds/m2,429751,Quercus mongolica,103485,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site001_speciesVACMYR_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium myrtillus,VACMYR,001,fruits/m2,817730,Vaccinium myrtillus,180763,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site001_speciesVACVIT_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium vitis-idaea,VACVIT,001,fruits/m2,242921,Vaccinium vitis-idaea,180772,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site002_speciesVACMYR_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium myrtillus,VACMYR,002,fruits/m2,817730,Vaccinium myrtillus,180763,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site002_speciesVACVIT_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium vitis-idaea,VACVIT,002,fruits/m2,242921,Vaccinium vitis-idaea,180772,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site003_speciesVACMYR_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium myrtillus,VACMYR,003,fruits/m2,817730,Vaccinium myrtillus,180763,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site003_speciesVACVIT_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium vitis-idaea,VACVIT,003,fruits/m2,242921,Vaccinium vitis-idaea,180772,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site004_speciesVACMYR_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium myrtillus,VACMYR,004,fruits/m2,817730,Vaccinium myrtillus,180763,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site004_speciesVACVIT_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium vitis-idaea,VACVIT,004,fruits/m2,242921,Vaccinium vitis-idaea,180772,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site005_speciesVACMYR_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium myrtillus,VACMYR,005,fruits/m2,817730,Vaccinium myrtillus,180763,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site005_speciesVACVIT_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium vitis-idaea,VACVIT,005,fruits/m2,242921,Vaccinium vitis-idaea,180772,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site006_speciesVACMYR_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium myrtillus,VACMYR,006,fruits/m2,817730,Vaccinium myrtillus,180763,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
14.63333333,61.00805556,seriesD00028_site006_speciesVACVIT_varialbe_fruit_unit_fruits/m2,D00028,stand,fruit,Vaccinium vitis-idaea,VACVIT,006,fruits/m2,242921,Vaccinium vitis-idaea,180772,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesAESACU_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Aeschynanthus acuminatus,AESACU,001,flowers/m2,154175,Aeschynanthus acuminatus,175960,Aeschynanthus,Gesneriaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesAIDCOC_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Aidia cochinchinensis,AIDCOC,001,flowers/m2,990701,Aidia cochinchinensis,1008931,Aidia,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesAMPCAN_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Ampelopsis cantoniensis,AMPCAN,001,flowers/m2,769612,Nekemias cantoniensis,345095,Nekemias,Vitaceae,Vitales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesARDQUI_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Ardisia quinquegona,ARDQUI,001,flowers/m2,1051684,Ardisia quinquegona,648860,Ardisia,Primulaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesBLACOC_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Blastus cochinchinensis,BLACOC,001,flowers/m2,847648,Blastus cochinchinensis,1009335,Blastus,Melastomataceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesCINMIC_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Cinnamomum micranthum,CINMIC,001,flowers/m2,218432,Cinnamomum micranthum,337465,Cinnamomum,Lauraceae,Laurales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesCLEJAP_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Cleyera japonica,CLEJAP,001,flowers/m2,887931,Cleyera japonica,182333,Cleyera,Pentaphylacaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesCRYCHI_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Cryptocarya chinensis,CRYCHI,001,flowers/m2,445161,Cryptocarya chinensis,128609,Cryptocarya,Lauraceae,Laurales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesDIOMOR_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Diospyros morrisiana,DIOMOR,001,flowers/m2,514561,Diospyros morrisiana,1008904,Diospyros,Ebenaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesDIPDUB_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Diplospora dubia,DIPDUB,001,flowers/m2,729058,Diplospora dubia,339291,Diplospora,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesDISFOR_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Dischidia formosana,DISFOR,001,flowers/m2,6066555,Dischidia formosana,1898824,Dischidia,Apocynaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesELAJAP_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Elaeocarpus japonicus,ELAJAP,001,flowers/m2,514553,Elaeocarpus japonicus,1008907,Elaeocarpus,Elaeocarpaceae,Oxalidales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesELALIN_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Elatostema lineolatum,ELALIN,001,flowers/m2,5334617,Elatostema lineolatum,1355400,Elatostema,Urticaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesENGROX_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Engelhardia roxburghiana,ENGROX,001,flowers/m2,722586,Engelhardia roxburghiana,139932,Engelhardia,Juglandaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesEURLOQ_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Eurya loquaiana,EURLOQ,001,flowers/m2,695244,Eurya loquaiana,184572,Eurya,Pentaphylacaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesGLOACU_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Glochidion acuminatum,GLOACU,001,flowers/m2,3949,Phyllanthus meghalayensis,271518,Phyllanthus,Phyllanthaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesHELFOR_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Helicia formosana,HELFOR,001,flowers/m2,5716034,Helicia formosana,1507416,Helicia,Proteaceae,Proteales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesHOYCAR_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Hoya carnosa,HOYCAR,001,flowers/m2,790018,Hoya carnosa,206227,Hoya,Apocynaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesLAGSUB_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Lagerstroemia subcostata,LAGSUB,001,flowers/m2,5747332,Lagerstroemia subcostata,1418012,Lagerstroemia,Lythraceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesLASSPP_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Lasianthus spp.,LASSPP,001,flowers/m2,447902,Lasianthus spp.,58410,Lasianthus,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae,genus
121.583333,24.75,seriesD00032_site001_speciesLITACU_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Litsea acuminata,LITACU,001,flowers/m2,5699245,Actinodaphne acuminata,796729,Actinodaphne,Lauraceae,Laurales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMACTHU_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Machilus thunbergii,MACTHU,001,flowers/m2,245023,Machilus thunbergii,128685,Machilus,Lauraceae,Laurales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMACZUI_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Machilus zuihoensis,MACZUI,001,flowers/m2,36198,Machilus zuihoensis,337466,Machilus,Lauraceae,Laurales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMAEJAP_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Maesa japonica,MAEJAP,001,flowers/m2,1011531,Maesa japonica,175026,Maesa,Primulaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMAEPER_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Maesa perlaria,MAEPER,001,flowers/m2,4728345,Maesa perlaria,1303658,Maesa,Primulaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMAGCOM_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Magnolia compressa,MAGCOM,001,flowers/m2,831108,Magnolia compressa,85872,Magnolia,Magnoliaceae,Magnoliales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMEDFEN_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Medinilla fengii,MEDFEN,001,flowers/m2,3940356,Medinilla fengii,2136592,Medinilla,Melastomataceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMELMAL_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Melastoma malabathricum,MELMAL,001,flowers/m2,1001118,Melastoma malabathricum,128733,Melastoma,Melastomataceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMELSQU_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Meliosma squamulata,MELSQU,001,flowers/m2,481048,Meliosma squamulata,108432,Meliosma,Sabiaceae,Proteales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMUSPUB_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Mussaenda pubescens,MUSPUB,001,flowers/m2,650330,Mussaenda pubescens,271247,Mussaenda,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMYRSEG_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Myrsine seguinii,MYRSEG,001,flowers/m2,659787,Myrsine seguinii,276780,Myrsine,Primulaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesPILVIB_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Pileostegia viburnoides,PILVIB,001,flowers/m2,275900,Hydrangea viburnoides,152626,Hydrangea,Hydrangeaceae,Cornales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesPOTCHI_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Pothos chinensis,POTCHI,001,flowers/m2,3999516,Pothos chinensis,1366212,Pothos,Araceae,Alismatales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesPRUPHA_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Prunus phaeosticta,PRUPHA,001,flowers/m2,1004877,Prunus phaeosticta,552835,Prunus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesPSYSER_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Psychotria serpens,PSYSER,001,flowers/m2,456857,Psychotria serpens,77896,Psychotria,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesPYRMIC_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Pyrenaria microcarpa,PYRMIC,001,flowers/m2,247417,Pyrenaria microcarpa,197095,Pyrenaria,Theaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesQUEGIL_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Quercus gilva,QUEGIL,001,flowers/m2,239491,Quercus gilva,103490,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesQUELON_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Quercus longinux,QUELON,001,flowers/m2,3930991,Quercus longinux,758696,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesRUBHEX_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Rubus hexagynus,RUBHEX,001,flowers/m2,147317,Rubus pirifolius,616967,Rubus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesSCHHEP_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Schefflera heptaphylla,SCHHEP,001,flowers/m2,1090819,Schefflera heptaphylla,327218,Heptapleurum,Araliaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesSMISPP_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Smilax spp.,SMISPP,001,flowers/m2,24750,Smilax spp.,49656,Smilax,Smilacaceae,Liliales,Magnoliopsida,Streptophyta,Viridiplantae,genus
121.583333,24.75,seriesD00032_site001_speciesSYMCOC_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Symplocos cochinchinensis,SYMCOC,001,flowers/m2,664043,Symplocos cochinchinensis,239694,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesVACEMA_varialbe_flower_unit_flowers/m2,D00032,stand,flower,Vaccinium emarginatum,VACEMA,001,flowers/m2,348401,Vaccinium emarginatum,174252,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesAMPCAN_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Ampelopsis cantoniensis,AMPCAN,001,seeds/m2,769612,Nekemias cantoniensis,345095,Nekemias,Vitaceae,Vitales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesARDQUI_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Ardisia quinquegona,ARDQUI,001,seeds/m2,1051684,Ardisia quinquegona,648860,Ardisia,Primulaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesCLECRA_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Clematis crassifolia,CLECRA,001,seeds/m2,72767,Clematis crassifolia,231644,Clematis,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesCLEJAP_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Cleyera japonica,CLEJAP,001,seeds/m2,887931,Cleyera japonica,182333,Cleyera,Pentaphylacaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesDIOMOR_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Diospyros morrisiana,DIOMOR,001,seeds/m2,514561,Diospyros morrisiana,1008904,Diospyros,Ebenaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesELAJAP_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Elaeocarpus japonicus,ELAJAP,001,seeds/m2,514553,Elaeocarpus japonicus,1008907,Elaeocarpus,Elaeocarpaceae,Oxalidales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesENGROX_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Engelhardia roxburghiana,ENGROX,001,seeds/m2,722586,Engelhardia roxburghiana,139932,Engelhardia,Juglandaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesGLOACU_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Glochidion acuminatum,GLOACU,001,seeds/m2,3949,Phyllanthus meghalayensis,271518,Phyllanthus,Phyllanthaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesHELFOR_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Helicia formosana,HELFOR,001,seeds/m2,5716034,Helicia formosana,1507416,Helicia,Proteaceae,Proteales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesHOYCAR_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Hoya carnosa,HOYCAR,001,seeds/m2,790018,Hoya carnosa,206227,Hoya,Apocynaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesLAGSUB_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Lagerstroemia subcostata,LAGSUB,001,seeds/m2,5747332,Lagerstroemia subcostata,1418012,Lagerstroemia,Lythraceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesLASSPP_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Lasianthus spp.,LASSPP,001,seeds/m2,447902,Lasianthus spp.,58410,Lasianthus,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae,genus
121.583333,24.75,seriesD00032_site001_speciesLITACU_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Litsea acuminata,LITACU,001,seeds/m2,5699245,Actinodaphne acuminata,796729,Actinodaphne,Lauraceae,Laurales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesLITURA_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Lithocarpus uraianus,LITURA,001,seeds/m2,149026,Castanopsis uraiana,425824,NA,NA,NA,NA,NA,NA,NA
121.583333,24.75,seriesD00032_site001_speciesMACTHU_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Machilus thunbergii,MACTHU,001,seeds/m2,245023,Machilus thunbergii,128685,Machilus,Lauraceae,Laurales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMACZUI_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Machilus zuihoensis,MACZUI,001,seeds/m2,36198,Machilus zuihoensis,337466,Machilus,Lauraceae,Laurales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMELSQU_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Meliosma squamulata,MELSQU,001,seeds/m2,481048,Meliosma squamulata,108432,Meliosma,Sabiaceae,Proteales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMISFLO_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Miscanthus floridulus,MISFLO,001,seeds/m2,795843,Miscanthus floridulus,154761,Miscanthus,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesMYRSEG_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Myrsine seguinii,MYRSEG,001,seeds/m2,659787,Myrsine seguinii,276780,Myrsine,Primulaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesPERGLA_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Pericampylus glaucus,PERGLA,001,seeds/m2,918345,Pericampylus glaucus,152355,Pericampylus,Menispermaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae,species
121.583333,24.75,seriesD00032_site001_speciesPRUPHA_varialbe_seed_unit_seeds/m2,D00032,stand,seed,Prunus phaeosticta,PRUPHA,001,seeds/m2,1004877,Prunus phaeosticta,552835,Prunus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae,species
