taxonname,name_cleaned,search_string,unique_name,approximate_match,score,ott_id,is_synonym,flags,number_matches
Nephotettix cinticeps,Nephotettix cincticeps,nephotettix cinticeps,Nephotettix cincticeps,TRUE,0.954545438,55376,FALSE,NA,2
Panolis flammea,Panolis flammea,panolis flammea,Panolis flammea,FALSE,1,757992,FALSE,NA,1
Papilio xuthus,Papilio xuthus,papilio xuthus,Papilio xuthus,FALSE,1,613073,FALSE,sibling_higher,1
Unknown Insect sp264,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Plutella maculipennis,Plutella xylostella,plutella maculipennis,Plutella xylostella,FALSE,1,664811,TRUE,NA,1
Thera firmata,Thera firmata,thera firmata,Thera firmata,FALSE,1,647215,FALSE,NA,1
Tortricodes tortricella,Tortricodes alternella,tortricodes tortricella,Tortricodes alternella,FALSE,1,43188,TRUE,NA,1
Tortrix viridiana,Tortrix viridana,tortrix viridiana,Tortrix viridana,TRUE,0.9375,575683,FALSE,NA,7
Unknown Insect sp321,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Myzocallis boerneri,Myzocallis boerneri,myzocallis boerneri,Myzocallis boerneri,FALSE,1,3446431,FALSE,NA,1
Phylopertha horticola,Phyllopertha horticola,phylopertha horticola,Phyllopertha horticola,TRUE,0.954545438,761587,FALSE,NA,1
Dendroctonus frontalis,Dendroctonus frontalis,dendroctonus frontalis,Dendroctonus frontalis,FALSE,1,1017380,FALSE,NA,1
Hyphantria cunea,Hyphantria cunea,hyphantria cunea,Hyphantria cunea,FALSE,1,1003216,FALSE,NA,1
Aclypea opaca,Aclypea opaca,aclypea opaca,Aclypea opaca,FALSE,1,3351149,FALSE,NA,1
Anthonomus rubi,Anthonomus rubi,anthonomus rubi,Anthonomus rubi,FALSE,1,102010,FALSE,NA,1
Aphididae,Aphididae,aphididae,Aphididae,FALSE,1,155403,FALSE,NA,1
Unknown Insect sp262,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Argyresthia conjugella,Argyresthia conjugella,argyresthia conjugella,Argyresthia conjugella,FALSE,1,91771,FALSE,NA,1
Chaetocnoma concinna,Chaetocnema concinna,chaetocnoma concinna,Chaetocnema concinna,TRUE,0.949999988,340138,FALSE,NA,3
Cydia nigricana,Cydia nigricana,cydia nigricana,Cydia nigricana,FALSE,1,753744,FALSE,NA,1
Cydia pomonella,Cydia pomonella,cydia pomonella,Cydia pomonella,FALSE,1,819146,FALSE,NA,1
Delia antiqua,Delia antiqua,delia antiqua,Delia antiqua,FALSE,1,408717,FALSE,NA,1
Delia radicum,Delia radicum,delia radicum,Delia radicum,FALSE,1,116718,FALSE,NA,1
Elateridae,Elateridae,elateridae,Elateridae,FALSE,1,506408,FALSE,NA,1
Lampronia (incurvaria) capitella,Lampronia capitella,lampronia capitella,Lampronia capitella,FALSE,1,986597,FALSE,NA,1
Lygus rugilipennis,Lygus rugulipennis,lygus rugilipennis,Lygus rugulipennis,TRUE,0.944444418,168710,FALSE,NA,2
Meligethes aeneus,Brassicogethes aeneus,meligethes aeneus,Brassicogethes aeneus,FALSE,1,902152,TRUE,NA,1
Unknown Insect sp301,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Nemastus ribesii,Euura ribesii,nemastus ribesii,Euura ribesii,TRUE,0.933333337,327880,FALSE,NA,1
Oscinella frit,Oscinella frit,oscinella frit,Oscinella frit,FALSE,1,828697,FALSE,NA,1
Pegomya betae,Pegomya betae,pegomya betae,Pegomya betae,FALSE,1,4360671,FALSE,sibling_higher,1
Phaedon cochleariae,Phaedon cochleariae,phaedon cochleariae,Phaedon cochleariae,FALSE,1,159006,FALSE,NA,1
Unknown Insect sp263,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Phyllotreta vittula,Phyllotreta vittula,phyllotreta vittula,Phyllotreta vittula,FALSE,1,1027833,FALSE,NA,1
Plutella xylostella,Plutella xylostella,plutella xylostella,Plutella xylostella,FALSE,1,664811,FALSE,NA,1
Psila rosae,Chamaepsila rosae,psila rosae,Chamaepsila rosae,FALSE,1,116806,TRUE,NA,1
Psylla mali,Cacopsylla mali,psylla mali,Cacopsylla mali,FALSE,1,236368,TRUE,NA,1
Trioza apicalis,Trioza apicalis,trioza apicalis,Trioza apicalis,FALSE,1,3451620,FALSE,sibling_higher,1
Xyleborus dispar,Xyleborus dispar,xyleborus dispar,Xyleborus dispar,FALSE,1,458736,FALSE,NA,1
Yponomeuta padellus-malinellus,Yponomeuta malinellus,yponomeuta malinellus,Yponomeuta malinellus,FALSE,1,1085179,FALSE,NA,1
Zophodia convolutella,Zophodia convolutella,zophodia,Zophodia,FALSE,1,980139,FALSE,NA,1
Lucilia cuprina,Lucilia cuprina,lucilia cuprina,Lucilia cuprina,FALSE,1,1011014,FALSE,sibling_higher,1
Rubeola or Morbilli,NA,morbillivirus,NA,NA,NA,NA,NA,NA,NA
Bordetella pertussis,Bordetella pertussis,bordetella pertussis,Bordetella pertussis,FALSE,1,373611,FALSE,NA,1
Hyloicus pinastri,Sphinx pinastri,hyloicus pinastri,Sphinx pinastri,FALSE,1,535231,TRUE,NA,1
Meles meles,Meles meles,meles meles,Meles meles,FALSE,1,923113,FALSE,NA,1
Felidae,Felidae,felidae,Felidae,FALSE,1,563159,FALSE,NA,1
Martes foina,Martes foina,martes foina,Martes foina,FALSE,1,348047,FALSE,NA,1
Mustela putorius,Mustela putorius,mustela putorius,Mustela putorius,FALSE,1,923126,FALSE,NA,1
Martes zibellina,Martes zibellina,martes zibellina,Martes zibellina,FALSE,1,681187,FALSE,NA,1
Lutra canadensis,Lontra canadensis,lutra canadensis,Lontra canadensis,FALSE,1,656961,TRUE,NA,1
Gulo gulo,Gulo gulo,gulo gulo,Gulo gulo,FALSE,1,178247,FALSE,NA,1
Ursus,Ursus,ursus,Ursus,FALSE,1,178482,FALSE,NA,1
Procyon Lotor,Procyon Lotor,procyon lotor,Procyon lotor,FALSE,1,348040,FALSE,NA,1
Cervus,Cervus,cervus,Cervus,FALSE,1,460519,FALSE,NA,1
Cygnus,Cygnus,cygnus,Cygnus,FALSE,1,140298,FALSE,NA,1
Mephitis mephitis,Mephitis mephitis,mephitis mephitis,Mephitis mephitis,FALSE,1,231602,FALSE,NA,1
Otariidae,Otariidae,otariidae,Otariidae,FALSE,1,749638,FALSE,sibling_higher,1
Callorhinus ursinus,Callorhinus ursinus,callorhinus ursinus,Callorhinus ursinus,FALSE,1,949693,FALSE,NA,1
Cervus elaphus canadensis,Cervus canadensis canadensis,cervus elaphus canadensis,Cervus canadensis canadensis,FALSE,1,5852679,TRUE,infraspecific,1
Cervidae,Cervidae,cervidae,Cervidae,FALSE,1,460505,FALSE,NA,1
Didelphis virginiana,Didelphis virginiana,didelphis virginiana,Didelphis virginiana,FALSE,1,919171,FALSE,NA,1
Colias hyale,Colias hyale,colias hyale,Colias hyale,FALSE,1,987308,FALSE,NA,1
Agrius convolvuli,Agrius convolvuli,agrius convolvuli,Agrius convolvuli,FALSE,1,111032,FALSE,NA,1
Acherontia atropos,Acherontia atropos,acherontia atropos,Acherontia atropos,FALSE,1,588867,FALSE,NA,1
Macroglossum stellatarum,Macroglossum stellatarum,macroglossum stellatarum,Macroglossum stellatarum,FALSE,1,3093456,FALSE,NA,1
Peridroma saucia,Peridroma saucia,peridroma saucia,Peridroma saucia,FALSE,1,473882,FALSE,NA,1
Nomophila noctuella,Nomophila noctuella,nomophila noctuella,Nomophila noctuella,FALSE,1,1084314,FALSE,NA,1
Udea ferrugalis,Udea ferrugalis,udea ferrugalis,Udea ferrugalis,FALSE,1,776979,FALSE,NA,1
Issoria lathonia,Issoria lathonia,issoria lathonia,Issoria lathonia,FALSE,1,1020549,FALSE,NA,1
Stegania trimaculata,Stegania trimaculata,stegania trimaculata,Stegania trimaculata,FALSE,1,826831,FALSE,NA,1
Hemaris fuciformis,Hemaris fuciformis,hemaris fuciformis,Hemaris fuciformis,FALSE,1,3093666,FALSE,NA,1
Proserpinus proserpina,Proserpinus proserpina,proserpinus proserpina,Proserpinus proserpina,FALSE,1,3094773,FALSE,NA,1
Hyles euphorbiae,Hyles euphorbiae,hyles euphorbiae,Hyles euphorbiae,FALSE,1,3092749,FALSE,NA,1
Cryphia algae,Cryphia algae,cryphia algae,Cryphia algae,FALSE,1,837101,FALSE,NA,1
Macdunnoughia confusa,Macdunnoughia confusa,macdunnoughia confusa,Macdunnoughia confusa,FALSE,1,517239,FALSE,NA,1
Rheumaptera cervinalis,Rheumaptera cervinalis,rheumaptera cervinalis,Rheumaptera cervinalis,FALSE,1,432442,FALSE,NA,1
Hyperiidea,Hyperiidea,hyperiidea,Hyperiidea,FALSE,1,941205,FALSE,NA,1
Pterocles namaqua,Pterocles namaqua,pterocles namaqua,Pterocles namaqua,FALSE,1,322445,FALSE,NA,1
Myocastor coypus,Myocastor coypus,myocastor coypus,Myocastor coypus,FALSE,1,169715,FALSE,NA,1
Tetrapturus audax,Kajikia audax,tetrapturus audax,Kajikia audax,FALSE,1,665891,TRUE,NA,1
Makaira nigricans,Makaira nigricans,makaira nigricans,Makaira nigricans,FALSE,1,696461,FALSE,NA,1
Martes martes,Martes martes,martes martes,Martes martes,FALSE,1,532122,FALSE,NA,1
Delichon urbica,Delichon urbicum,delichon urbica,Delichon urbicum,FALSE,1,36109,TRUE,NA,1
Motacilla flava,Motacilla flava,motacilla flava,Motacilla flava,FALSE,1,645461,FALSE,NA,1
Luscinia luscinia,Luscinia luscinia,luscinia luscinia,Luscinia luscinia,FALSE,1,113980,FALSE,NA,1
Hippolais icterina,Hippolais icterina,hippolais icterina,Hippolais icterina,FALSE,1,433851,FALSE,NA,1
Lanius collurio,Lanius collurio,lanius collurio,Lanius collurio,FALSE,1,489155,FALSE,NA,1
Carpodacus erythrinus,Carpodacus erythrinus,carpodacus erythrinus,Carpodacus erythrinus,FALSE,1,815418,FALSE,sibling_higher,1
Dicrostonyx groenlandicus,Dicrostonyx groenlandicus,dicrostonyx groenlandicus,Dicrostonyx groenlandicus,FALSE,1,603158,FALSE,NA,1
Lanius excubitor,Lanius excubitor,lanius excubitor,Lanius excubitor,FALSE,1,146937,FALSE,NA,1
Lemmus trimucronatus,Lemmus trimucronatus,lemmus trimucronatus,Lemmus trimucronatus,FALSE,1,498753,FALSE,NA,2
Ixoreus naevius,Ixoreus naevius,ixoreus naevius,Ixoreus naevius,FALSE,1,775708,FALSE,NA,1
Bucephala albeola,Bucephala albeola,bucephala albeola,Bucephala albeola,FALSE,1,654820,FALSE,NA,1
Clethrionomys rutilus,Myodes rutilus,clethrionomys rutilus,Myodes rutilus,FALSE,1,686197,TRUE,NA,1
Microtus,Microtus,microtus,Microtus,FALSE,1,241405,FALSE,NA,1
Strix uralensis,Strix uralensis,strix uralensis,Strix uralensis,FALSE,1,427903,FALSE,NA,1
Surnia ulula,Surnia ulula,surnia ulula,Surnia ulula,FALSE,1,440408,FALSE,NA,1
Erinaceus europaeus,Erinaceus europaeus,erinaceus europaeus,Erinaceus europaeus,FALSE,1,796660,FALSE,NA,1
Apanteles bordagei,Apanteles bordagei,apanteles bordagei,Apanteles bordagei,FALSE,1,3296008,FALSE,NA,1
Cirrospilus variegatus,Cirrospilus variegatus,cirrospilus variegatus,Cirrospilus variegatus,FALSE,1,361725,FALSE,NA,1
Achrysocharis ritchiei,Chrysocharis,chrysocharis,Chrysocharis,FALSE,1,286488,FALSE,NA,1
Unknown Insect sp280,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Elasmus leucopterae,Elasmus leucopterae,elasmus,Elasmus leucopterae,FALSE,1,721066,FALSE,NA,1
Pediobius coffeicola,Pediobius,pediobius,Pediobius,FALSE,1,354286,FALSE,NA,1
Sahlbergella singularis,Sahlbergella singularis,sahlbergella singularis,Sahlbergella singularis,FALSE,1,670563,FALSE,NA,1
Unknown Insect sp078,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp087,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp088,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp089,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp090,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp091,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp092,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp093,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp068,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp069,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp070,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp071,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp072,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp073,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp074,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp075,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp076,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp077,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp079,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp080,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp081,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp082,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp083,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp084,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp085,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp086,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Mustela rixosa,Mustela nivalis,mustela nivalis,Mustela nivalis,FALSE,1,354525,FALSE,NA,1
Mastomys natalensis,Mastomys natalensis,mastomys natalensis,Mastomys natalensis,FALSE,1,271584,FALSE,NA,1
Grus canadensis,Antigone canadensis,grus canadensis,Antigone canadensis,FALSE,1,257929,TRUE,NA,1
Epirrita autumnata,Epirrita autumnata,epirrita autumnata,Epirrita autumnata,FALSE,1,736683,FALSE,NA,1
Spilonota laricana,Spilonota laricana,spilonota laricana,Spilonota laricana,FALSE,1,278438,FALSE,NA,1
Teleia saltuum,Teleiodes saltuum,teleia saltuum,Teleiodes saltuum,TRUE,0.8125,1047570,FALSE,NA,1
Tamias minimus,Tamias minimus,tamias minimus,Tamias minimus,FALSE,1,428107,FALSE,NA,1
Spermophilus franklinii,Poliocitellus franklinii,spermophilus franklinii,Poliocitellus franklinii,FALSE,1,532327,TRUE,NA,1
Spermophilus tridecemlineatus,Ictidomys tridecemlineatus,spermophilus tridecemlineatus,Ictidomys tridecemlineatus,FALSE,1,989655,TRUE,NA,1
Arvicola terrestris,Arvicola amphibius,arvicola terrestris,Arvicola amphibius,FALSE,1,684847,TRUE,NA,1
Schistocerca gregaria,Schistocerca gregaria,schistocerca gregaria,Schistocerca gregaria,FALSE,1,330338,FALSE,NA,1
Hypantria cunea,Hyphantria cunea,hypantria cunea,Hyphantria cunea,TRUE,0.9375,1003216,FALSE,NA,2
Lemmus lemmus,Lemmus lemmus,lemmus lemmus,Lemmus lemmus,FALSE,1,934731,FALSE,NA,1
Sorex caecutiens,Sorex caecutiens,sorex caecutiens,Sorex caecutiens,FALSE,1,992413,FALSE,NA,1
Sorex daphaenodon,Sorex daphaenodon,sorex daphaenodon,Sorex daphaenodon,FALSE,1,992421,FALSE,NA,1
Sorex minutus,Sorex minutus,sorex minutus,Sorex minutus,FALSE,1,112413,FALSE,NA,1
Sorex isodon,Sorex isodon,sorex isodon,Sorex isodon,FALSE,1,112411,FALSE,NA,1
Sorex minutissimus,Sorex minutissimus,sorex minutissimus,Sorex minutissimus,FALSE,1,992417,FALSE,NA,1
Sorex roboratus,Sorex roboratus,sorex roboratus,Sorex roboratus,FALSE,1,112396,FALSE,NA,1
Sorex tundrensis,Sorex tundrensis,sorex tundrensis,Sorex tundrensis,FALSE,1,112398,FALSE,NA,1
Mustela ervalis,Mustela nivalis,mustela ervalis,Mustela nivalis,TRUE,0.866666675,354525,FALSE,NA,2
Anormenis nigrolimbata,Anormenis nigrolimbata,anormenis nigrolimbata,Anormenis nigrolimbata,FALSE,1,3461891,FALSE,NA,1
Unknown Insect sp328,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Flatoisdinus occidentalis,Flatoidinus occidentalis,flatoisdinus occidentalis,Flatoidinus occidentalis,TRUE,0.958333313,3462096,FALSE,NA,2
Unknown Insect sp327,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,tamiasciurus hudsonicus,Tamiasciurus hudsonicus,FALSE,1,866988,FALSE,NA,1
Diprion Pini,Diprion Pini,diprion pini,Diprion pini,FALSE,1,596799,FALSE,NA,1
Tetraonidae,Tetraoninae,tetraonidae,Tetraoninae,FALSE,1,999677,TRUE,NA,2
Ardea sp1,Ciconia maguari,ardea sp1,Ciconia maguari,TRUE,0.800000012,324161,FALSE,NA,4
Picoides borealis,Picoides borealis,picoides borealis,Picoides borealis,FALSE,1,701708,FALSE,sibling_higher,1
Lepus sp01,Lepus sp.,lepus,Lepus,FALSE,1,864610,FALSE,not_otu,1
Sciurus sp02,Sciurus sp.,sciurus,Sciurus,FALSE,1,866983,FALSE,NA,2
Ursus arctos horribilis,Ursus arctos horribilis,ursus arctos horribilis,Ursus arctos horribilis,FALSE,1,350099,FALSE,infraspecific,1
Trichechus manatus latirostris,Trichechus manatus latirostris,trichechus manatus latirostris,Trichechus manatus latirostris,FALSE,1,816446,FALSE,infraspecific,1
Vipera berus,Vipera berus,vipera berus,Vipera berus,FALSE,1,579239,FALSE,NA,2
Eumetopias jubatus,Eumetopias jubatus,eumetopias jubatus,Eumetopias jubatus,FALSE,1,949686,FALSE,NA,1
Lichenostomus melanops cassidix,Lichenostomus cassidix,lichenostomus melanops cassidix,Lichenostomus cassidix,FALSE,1,5560087,TRUE,NA,1
Ovis dalli dalli,Ovis dalli dalli,ovis dalli dalli,Ovis dalli dalli,FALSE,1,995229,FALSE,infraspecific,1
Geospiza fortis,Geospiza fortis,geospiza fortis,Geospiza fortis,FALSE,1,589951,FALSE,NA,1
Geospiza scandens,Geospiza scandens,geospiza scandens,Geospiza scandens,FALSE,1,589959,FALSE,NA,1
Mirounga angustirostris,Mirounga angustirostris,mirounga angustirostris,Mirounga angustirostris,FALSE,1,175268,FALSE,NA,1
Ceratotherium simum,Ceratotherium simum,ceratotherium simum,Ceratotherium simum,FALSE,1,1034198,FALSE,NA,1
Nipponia nippon,Nipponia nippon,nipponia nippon,Nipponia nippon,FALSE,1,946418,FALSE,NA,1
Crocidura russula,Crocidura russula,crocidura russula,Crocidura russula,FALSE,1,809504,FALSE,NA,1
Ursus thibetanus,Ursus thibetanus,ursus thibetanus,Ursus thibetanus,FALSE,1,872580,FALSE,NA,1
Rupicapra rupicapra,Rupicapra rupicapra,rupicapra rupicapra,Rupicapra rupicapra,FALSE,1,798039,FALSE,NA,1
Catharacta maccormicki,Stercorarius maccormicki,catharacta maccormicki,Stercorarius maccormicki,FALSE,1,494176,TRUE,NA,1
Panthera tigris altaica,Panthera tigris altaica,panthera tigris altaica,Panthera tigris altaica,FALSE,1,19403,FALSE,infraspecific,1
Emydoidea blandingii,Emys blandingii,emydoidea blandingii,Emys blandingii,FALSE,1,1013355,TRUE,NA,1
Chelydra serpentina,Chelydra serpentina,chelydra serpentina,Chelydra serpentina,FALSE,1,587311,FALSE,NA,1
Chrysemys picta marginata,Chrysemys picta marginata,chrysemys picta marginata,Chrysemys picta marginata,FALSE,1,801475,FALSE,infraspecific,1
Anser caerulescens atlanticus,Anser caerulescens atlantica,anser caerulescens atlanticus,Anser caerulescens atlantica,TRUE,0.928571403,83417,FALSE,infraspecific,1
Rana dalmatina,Rana dalmatina,rana dalmatina,Rana dalmatina,FALSE,1,886093,FALSE,NA,1
Bufo bufo,Bufo bufo,bufo bufo,Bufo bufo,FALSE,1,889350,FALSE,NA,1
Triturus helveticus,Lissotriton helveticus,triturus helveticus,Lissotriton helveticus,FALSE,1,9366,TRUE,NA,1
Notophthalmus viridescens,Notophthalmus viridescens,notophthalmus viridescens,Notophthalmus viridescens,FALSE,1,566015,FALSE,NA,1
Plethodon jordani,Plethodon jordani,plethodon jordani,Plethodon jordani,FALSE,1,515340,FALSE,NA,1
Plethodon glutinosus,Plethodon glutinosus,plethodon glutinosus,Plethodon glutinosus,FALSE,1,534317,FALSE,NA,1
Plethodon cinereus,Plethodon cinereus,plethodon cinereus,Plethodon cinereus,FALSE,1,923025,FALSE,NA,1
Eurycea quadridigitata,Eurycea quadridigitata,eurycea quadridigitata,Eurycea quadridigitata,FALSE,1,839989,FALSE,NA,1
Desmognathus quadramaculatus,Desmognathus quadramaculatus,desmognathus quadramaculatus,Desmognathus quadramaculatus,FALSE,1,964115,FALSE,NA,1
Desmognathus ochrophaeus,Desmognathus ochrophaeus,desmognathus ochrophaeus,Desmognathus ochrophaeus,FALSE,1,964119,FALSE,NA,1
Desmognathus monticola,Desmognathus monticola,desmognathus monticola,Desmognathus monticola,FALSE,1,964102,FALSE,NA,1
Desmognathus aeneus,Desmognathus aeneus,desmognathus aeneus,Desmognathus aeneus,FALSE,1,188622,FALSE,NA,1
Ambystoma tigrinum tigrinum,Ambystoma tigrinum tigrinum,ambystoma tigrinum tigrinum,Ambystoma tigrinum tigrinum,FALSE,1,135594,FALSE,infraspecific,2
Ambystoma talpoideum,Ambystoma talpoideum,ambystoma talpoideum,Ambystoma talpoideum,FALSE,1,1092549,FALSE,NA,1
Ambystoma opacum,Ambystoma opacum,ambystoma opacum,Ambystoma opacum,FALSE,1,938355,FALSE,NA,1
Rana utricularia,Rana sphenocephala utricularia,rana utricularia,Rana sphenocephala utricularia,FALSE,1,44581,TRUE,infraspecific,2
Rana clamitans,Rana clamitans,rana clamitans,Rana clamitans,FALSE,1,515378,FALSE,NA,1
Scaphiopus holbrooki,Scaphiopus holbrookii,scaphiopus holbrooki,Scaphiopus holbrookii,FALSE,1,485823,TRUE,NA,1
Gastrophryne carolinensis,Gastrophryne carolinensis,gastrophryne carolinensis,Gastrophryne carolinensis,FALSE,1,1062222,FALSE,NA,1
Pseudacris regilla,Pseudacris regilla,pseudacris regilla,Pseudacris regilla,FALSE,1,1038213,FALSE,NA,1
Pseudacris ornata,Pseudacris ornata,pseudacris ornata,Pseudacris ornata,FALSE,1,897535,FALSE,NA,1
Pseudacris nigrita,Pseudacris nigrita,pseudacris nigrita,Pseudacris nigrita,FALSE,1,80759,FALSE,NA,1
Pseudacris crucifer,Pseudacris crucifer,pseudacris crucifer,Pseudacris crucifer,FALSE,1,747287,FALSE,NA,1
Bufo terrestris,Anaxyrus terrestris,bufo terrestris,Anaxyrus terrestris,FALSE,1,931329,TRUE,NA,1
Bufo canorus,Anaxyrus canorus,bufo canorus,Anaxyrus canorus,FALSE,1,436358,TRUE,NA,1
Maculinea,Phengaris,maculinea,Phengaris,FALSE,1,716176,TRUE,NA,1
Maculinea arion,Phengaris arion,maculinea arion,Phengaris arion,FALSE,1,906244,TRUE,NA,1
Euura lasiolepis,Euura lasiolepis,euura lasiolepis,Euura lasiolepis,FALSE,1,359147,FALSE,NA,1
Acleris variana,Acleris variana,acleris variana,Acleris variana,FALSE,1,545559,FALSE,NA,1
Epinotia tedella,Epinotia tedella,epinotia tedella,Epinotia tedella,FALSE,1,904441,FALSE,sibling_higher,1
Orgyia pseudotsugata,Orgyia pseudotsugata,orgyia pseudotsugata,Orgyia pseudotsugata,FALSE,1,358159,FALSE,NA,1
Salvelinus confluentus,Salvelinus confluentus,salvelinus confluentus,Salvelinus confluentus,FALSE,1,688321,FALSE,NA,1
Glaucomys sabrinus,Glaucomys sabrinus,glaucomys sabrinus,Glaucomys sabrinus,FALSE,1,580342,FALSE,NA,1
Aix  sponsa,Aix sponsa,aix  sponsa,Aix sponsa,TRUE,0.899999976,765195,FALSE,NA,1
Lophodytes cucullatus,Lophodytes cucullatus,lophodytes cucullatus,Lophodytes cucullatus,FALSE,1,809009,FALSE,NA,1
Eschrichtius robustus,Eschrichtius robustus,eschrichtius robustus,Eschrichtius robustus,FALSE,1,800320,FALSE,NA,1
Vulpes macrotis mutica,Vulpes macrotis,vulpes macrotis mutica,Vulpes macrotis,FALSE,1,297453,TRUE,NA,1
Oreamnos americanus,Oreamnos americanus,oreamnos americanus,Oreamnos americanus,FALSE,1,274550,FALSE,NA,1
Elaphurus davidianus,Elaphurus davidianus,elaphurus davidianus,Elaphurus davidianus,FALSE,1,1030869,FALSE,NA,1
Phoca vitulina richardsi,Phoca vitulina richardii,phoca vitulina richardsi,Phoca vitulina richardii,FALSE,1,357731,TRUE,infraspecific,1
Odocoileus hemionus,Odocoileus hemionus,odocoileus hemionus,Odocoileus hemionus,FALSE,1,410149,FALSE,NA,1
Cinclus cinclus,Cinclus cinclus,cinclus cinclus,Cinclus cinclus,FALSE,1,496009,FALSE,NA,1
Phyllopertha horticola,Phyllopertha horticola,phyllopertha horticola,Phyllopertha horticola,FALSE,1,761587,FALSE,NA,1
Erranis progemmaria,Erannis progemmaria,erranis,Erannis,FALSE,1,201375,TRUE,sibling_higher,1
