mainid,datasourceid,locationid,taxonname,lon,lat,reference,ott_id,name_cleaned,ncbi_id,genus,family,order,class,phylum,kingdom,taxon_rank
9965,512,10660,Unknown Insect sp069,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9966,512,10660,Unknown Insect sp070,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9967,512,10660,Unknown Insect sp071,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9968,512,10660,Unknown Insect sp072,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9969,512,10660,Unknown Insect sp073,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9970,512,10660,Unknown Insect sp074,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9971,512,10660,Unknown Insect sp075,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9972,512,10660,Unknown Insect sp076,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9973,512,10660,Unknown Insect sp077,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9974,512,10660,Unknown Insect sp079,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9975,512,10660,Unknown Insect sp080,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9976,512,10660,Unknown Insect sp081,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9977,512,10660,Unknown Insect sp082,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9978,512,10660,Unknown Insect sp083,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9979,512,10660,Unknown Insect sp084,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9980,512,10660,Unknown Insect sp085,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9981,512,10660,Unknown Insect sp086,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9982,607,10811,Vulpes vulpes,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",821964,Vulpes vulpes,9627,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
9983,607,10811,Mustela erminea,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",681184,Mustela erminea,36723,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9984,607,10811,Martes martes,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",532122,Martes martes,29065,Martes,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9985,607,10811,Mustela rixosa,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",354525,Mustela nivalis,36239,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9986,628,10844,Mastomys natalensis,35,-5,"Nature, 389:176-180",271584,Mastomys natalensis,10112,Mastomys,Muridae,Rodentia,Mammalia,Chordata,Metazoa,species
9987,628,10844,Mastomys natalensis,35,-5,"Nature, 389:176-180",271584,Mastomys natalensis,10112,Mastomys,Muridae,Rodentia,Mammalia,Chordata,Metazoa,species
9989,700,2085,Lymantria monacha,11,51,"In: Berryman, A.A. Dynamics of forest insect populations, patterns, causes, implications.",956407,Lymantria monacha,78897,Lymantria,Erebidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9999,705,2003,Arvicola terrestris,6.6,46.96666667,"Weasels and Stoats: Natural history, Cornell",684847,Arvicola amphibius,1047088,Arvicola,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10001,707,2004,Schistocerca gregaria,15,10,Cambridge University Press pp 143,330338,Schistocerca gregaria,7010,Schistocerca,Acrididae,Orthoptera,Insecta,Arthropoda,Metazoa,species
10014,710,10624,Lemmus lemmus,7.5,60.25,"Oikos, 70:3-11",934731,Lemmus lemmus,79949,Lemmus,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10015,711,2014,Neomys fodiens,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",226446,Neomys fodiens,9376,NA,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,family
10016,711,2015,Neomys fodiens,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",226446,Neomys fodiens,9376,NA,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,family
10017,711,2014,Sorex caecutiens,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",992413,Sorex caecutiens,62276,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10018,711,2015,Sorex caecutiens,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",992413,Sorex caecutiens,62276,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10019,711,2015,Sorex daphaenodon,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",992421,Sorex daphaenodon,62272,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10020,711,2014,Sorex minutus,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",112413,Sorex minutus,62280,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10021,711,2014,Sorex isodon,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",112411,Sorex isodon,62281,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10022,711,2015,Sorex isodon,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",112411,Sorex isodon,62281,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10023,711,2015,Sorex minutus,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",112413,Sorex minutus,62280,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10024,711,2014,Sorex minutissimus,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",992417,Sorex minutissimus,62274,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10025,711,2015,Sorex minutissimus,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",992417,Sorex minutissimus,62274,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10026,711,2015,Sorex roboratus,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",112396,Sorex roboratus,62288,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10027,711,2014,Sorex tundrensis,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",112398,Sorex tundrensis,62287,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10028,711,2015,Sorex tundrensis,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",112398,Sorex tundrensis,62287,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10029,712,2017,Tetrao tetrix,25.5,60.75,"Papers in Game Research, 1:1-166",725154,Lyrurus tetrix,1233216,Lyrurus,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
10030,712,2016,Tetrao tetrix,22.25,60.45,"Papers in Game Research, 1:1-166",725154,Lyrurus tetrix,1233216,Lyrurus,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
10032,714,10660,Anormenis nigrolimbata,79.83333333,9.166666667,"Oecologia, 95:581-591",3461891,Anormenis nigrolimbata,NA,Anormenis,NA,Hemiptera,Insecta,Arthropoda,Metazoa,Species
10033,714,10660,Unknown Insect sp328,79.83333333,9.166666667,"Oecologia, 95:581-591",1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
10034,714,10660,Flatoisdinus occidentalis,79.83333333,9.166666667,"Oecologia, 95:581-591",3462096,Flatoidinus occidentalis,NA,Flatoisdinus,NA,Hemiptera,Insecta,Arthropoda,Metazoa,Species
10035,714,10660,Unknown Insect sp327,79.83333333,9.166666667,"Oecologia, 95:581-591",1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
10037,715,2020,Microtus arvalis,-0.25,46.25,"Polish Ecological Studies, 20:137-146",449577,Microtus arvalis,47230,Microtus,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10056,726,2036,Clethrionomys glareolus,33.01666667,67.91666667,"Oecologia, 97:491-498",1051603,Myodes glareolus,447135,Myodes,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10057,726,2084,Clethrionomys rufocanus,33.01666667,67.91666667,"Oecologia, 97:491-498",563745,Myodes rufocanus,527686,Clethrionomys,Muridae,Rodentia,Mammalia,Chordata,Metazoa,Species
10058,726,2036,Clethrionomys rufocanus,33.01666667,67.91666667,"Oecologia, 97:491-498",563745,Myodes rufocanus,527686,Clethrionomys,Muridae,Rodentia,Mammalia,Chordata,Metazoa,Species
10059,726,2084,Microtus oeconomus,33.01666667,67.91666667,"Oecologia, 97:491-498",1051081,Microtus oeconomus,64717,Microtus,Muridae,Rodentia,Mammalia,Chordata,Metazoa,Species
10066,728,2039,Apodemus flavicollis,16.66666667,62.85,"Journal of Animal Ecology, 59:753-761",1088760,Apodemus flavicollis,54292,Apodemus,Muridae,Rodentia,Mammalia,Chordata,Metazoa,species
10067,728,2039,Sorex araneus,16.66666667,62.85,"Journal of Animal Ecology, 59:753-761",633213,Sorex araneus,42254,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10068,728,2039,Clethrionomys glareolus,16.66666667,62.85,"Journal of Animal Ecology, 59:753-761",1051603,Myodes glareolus,447135,Myodes,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10069,729,2040,Tetrao urogallus,9.216666667,63.06666667,"Naturen, 5:315-319",484331,Tetrao urogallus,100830,Tetrao,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
10070,729,2040,Lagopus mutus,9.216666667,63.06666667,"Naturen, 5:315-319",504006,Lagopus muta,64668,Lagopus,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
10071,729,2040,Lepus timidus,9.216666667,63.06666667,"Naturen, 5:315-319",167565,Lepus timidus,62621,Lepus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,species
10085,732,2054,Martes americana,-78.6,45.56666667,"Conservation Biology, 8:1058-1068",923116,Martes americana,9660,Martes,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
10086,711,2014,Sorex araneus,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",633213,Sorex araneus,42254,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10087,711,2015,Sorex araneus,92.21666667,58.45,"Annales Zoologici Fennici, 26:357-369",633213,Sorex araneus,42254,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10088,712,2016,Lepus timidus,22.25,60.45,"Papers in Game Research, 1:1-166",167565,Lepus timidus,62621,Lepus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,species
10089,712,2017,Lepus timidus,25.5,60.75,"Papers in Game Research, 1:1-166",167565,Lepus timidus,62621,Lepus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,species
10095,734,2020,Microtus arvalis,-0.25,46.25,"La Defense dex Vegetaux, 260: 22-31",449577,Microtus arvalis,47230,Microtus,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10096,714,2056,Autographa gamma,0.75,51.2,"Oecologia, 95:581-591",481258,Autographa gamma,254363,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
10097,714,2057,Autographa gamma,-4.133333333,53.21666667,"Oecologia, 95:581-591",481258,Autographa gamma,254363,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
10098,714,2058,Autographa gamma,0.116666667,53.5,"Oecologia, 95:581-591",481258,Autographa gamma,254363,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
10099,714,2059,Autographa gamma,-1.083333333,51.33333333,"Oecologia, 95:581-591",481258,Autographa gamma,254363,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
10100,714,2060,Autographa gamma,16.66666667,49.2,"Oecologia, 95:581-591",481258,Autographa gamma,254363,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
10101,714,2061,Autographa gamma,14.5,49,"Oecologia, 95:581-591",481258,Autographa gamma,254363,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
10102,735,2062,Clethrionomys glareolus,35,65,"Polish Ecological Studies, 18:3-158",1051603,Myodes glareolus,447135,Myodes,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10103,735,2062,Clethrionomys glareolus,35,65,"Polish Ecological Studies, 18:3-158",1051603,Myodes glareolus,447135,Myodes,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10104,735,2063,Clethrionomys glareolus,47.86666667,56.63333333,"Polish Ecological Studies, 18:3-158",1051603,Myodes glareolus,447135,Myodes,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10105,735,2063,Clethrionomys glareolus,47.86666667,56.63333333,"Polish Ecological Studies, 18:3-158",1051603,Myodes glareolus,447135,Myodes,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10106,735,2064,Clethrionomys glareolus,53.18333333,56.81666667,"Polish Ecological Studies, 18:3-158",1051603,Myodes glareolus,447135,Myodes,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10108,737,32,Mustela,-155,65,Trans. N. Am. Wildl. Conf. 19:338-357,923108,Mustela,9665,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,genus
10119,739,10623,Sorex araneus,21,69,"Annales Zoologici Fennici, 173:283-285",633213,Sorex araneus,42254,Sorex,Soricidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
10123,39,2070,Parus major,5.666666667,51.96666667,"The Natural Regulation of Animal Numbers - Oxford, Claredon Press 1954",515143,Parus major,9157,Parus,Paridae,Passeriformes,Aves,Chordata,Metazoa,species
10125,59,80,Lepus americanus,-98,60,"University of Toronto Studies, Biological Series No. 43, University of Toronto Press.",923734,Lepus americanus,48086,Lepus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,species
10126,729,2040,Tetrao urogallus,9.216666667,63.06666667,"Naturen, 5:315-319",484331,Tetrao urogallus,100830,Tetrao,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
10127,742,2082,Lagopus lagopus scoticus,-4,56,"Journal of Animal Ecology, 53:21-36",1004888,Lagopus lagopus scotica,359986,Lagopus,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
10128,742,2082,Lagopus lagopus scoticus,-4,56,"Journal of Animal Ecology, 53:21-36",1004888,Lagopus lagopus scotica,359986,Lagopus,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
10129,743,10730,Clethrionomys glareolus,24,52.75,Acta Theriologica 38:199-232,1051603,Myodes glareolus,447135,Myodes,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
10130,743,10730,Apodemus flavicollis,24,52.75,Acta Theriologica 38:199-232,1088760,Apodemus flavicollis,54292,Apodemus,Muridae,Rodentia,Mammalia,Chordata,Metazoa,species
10134,745,22,Choristoneura fumiferana,-67,47,"Ecological Monographs, 54:429-462",661386,Choristoneura fumiferana,7141,Choristoneura,Tortricidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
10135,434,10184,Clethrionomys rufocanus bedfordiae,142,44.5,"Oecologia, 73:382-388",563745,Myodes rufocanus,527686,Clethrionomys,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,Sub species
10136,746,2072,Clethrionomys rufocanus,143,43.5,"Journal of Animal Ecology, 66:14-24",563745,Myodes rufocanus,527686,Clethrionomys,Muridae,Rodentia,Mammalia,Chordata,Metazoa,Species
10137,746,2073,Clethrionomys rufocanus,143,43.5,"Journal of Animal Ecology, 66:14-24",563745,Myodes rufocanus,527686,Clethrionomys,Muridae,Rodentia,Mammalia,Chordata,Metazoa,Species
10138,747,10784,Unknown Insect sp321,NA,NA,"Journal of Animal Ecology, 36:519-529",1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
10141,714,90,Autographa gamma,-0.35,51.81666667,"Oecologia, 95:581-591",481258,Autographa gamma,254363,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
10142,714,89,Autographa gamma,0.85,51.08333333,"Oecologia, 95:581-591",481258,Autographa gamma,254363,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
10143,714,10588,Autographa gamma,-5.25,50.25,"Oecologia, 95:581-591",481258,Autographa gamma,254363,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
10144,714,2074,Autographa gamma,14.41666667,50.08333333,"Oecologia, 95:581-591",481258,Autographa gamma,254363,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
10149,751,140,Grus americana,-97,27.83333333,"Ecological Monographs, 61:115-143",414356,Grus americana,9117,Grus,Gruidae,Gruiformes,Aves,Chordata,Metazoa,species
10159,753,2080,Lagopus lagopus scoticus,-4,56.83333333,"Journal of Animal Ecology, 21:128-153",1004888,Lagopus lagopus scotica,359986,Lagopus,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
10160,753,2080,Lagopus lagopus scoticus,-4,56.83333333,"Journal of Animal Ecology, 21:128-153",1004888,Lagopus lagopus scotica,359986,Lagopus,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
10161,753,2080,Lagopus lagopus scoticus,-4,56.83333333,"Journal of Animal Ecology, 21:128-153",1004888,Lagopus lagopus scotica,359986,Lagopus,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
10162,753,2080,Lagopus lagopus scoticus,-4,56.83333333,"Journal of Animal Ecology, 21:128-153",1004888,Lagopus lagopus scotica,359986,Lagopus,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
10163,754,8,Parus major,-1.333333333,51.7,"In: Bird Population Studies edited by Perrins, C.M., Lebreton, J.-D. & Hirons, G.J.M. Oxford. Univ. Press. pp129-147",515143,Parus major,9157,Parus,Paridae,Passeriformes,Aves,Chordata,Metazoa,species
10166,755,32,Lynx canadensis,-155,65,"In: M. Novak et al (eds.) Furbearer harvests in North America, 1600-1984. Ministry of Natural Resources Ontario",507549,Lynx canadensis,61383,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
10167,735,10691,Clethrionomys glareolus,37.63333333,54.18333333,"Polish Ecological Studies, 18:3-158",1051603,Myodes glareolus,447135,Myodes,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
20527,762,10846,Diomedea exulans,170.75,45.78,"Ecology Letters, 9 (4), 375-382",71459,Diomedea exulans,46550,Diomedea,Diomedeidae,Procellariiformes,Aves,Chordata,Metazoa,species
20530,762,10847,Pluvialis squatarola,-3.2,54.675,"Ecology Letters, 9 (4), 375-382",917054,Pluvialis squatarola,171273,Pluvialis,Charadriidae,Charadriiformes,Aves,Chordata,Metazoa,species
20531,762,2081,Ardea sp1,-1.5,53,"Ecology Letters, 9 (4), 375-382",324161,Ciconia maguari,52777,Ciconia,Ciconiidae,Ciconiiformes,Aves,Chordata,Metazoa,species
20532,762,10848,Falco peregrinus,10.4537465,51.0992505,"Ecology Letters, 9 (4), 375-382",786435,Falco peregrinus,8954,Falco,Falconidae,Falconiformes,Aves,Chordata,Metazoa,species
20533,762,10849,Picoides borealis,-79.42,35.17,"Ecology Letters, 9 (4), 375-382",701708,Picoides borealis,165740,Picoides,Picidae,Piciformes,Aves,Chordata,Metazoa,species
20534,762,10784,Milvus milvus,NA,NA,"Ecology Letters, 9 (4), 375-382",38956,Milvus milvus,43518,Milvus,Accipitridae,Accipitriformes,Aves,Chordata,Metazoa,species
20535,762,10850,Charadrius hiaticula,-1.625,55.615,"Ecology Letters, 9 (4), 375-382",425445,Charadrius hiaticula,371911,Charadrius,Charadriidae,Charadriiformes,Aves,Chordata,Metazoa,species
20536,762,10784,Arenaria interpres,NA,NA,"Ecology Letters, 9 (4), 375-382",821753,Arenaria interpres,54971,Arenaria,Scolopacidae,Charadriiformes,Aves,Chordata,Metazoa,species
20537,762,10784,Grus americana,NA,NA,"Ecology Letters, 9 (4), 375-382",414356,Grus americana,9117,Grus,Gruidae,Gruiformes,Aves,Chordata,Metazoa,species
20538,762,10784,Phyllaphis fagi,NA,NA,"Ecology Letters, 9 (4), 375-382",802141,Phyllaphis fagi,935663,Phyllaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
20539,762,10784,Euphydryas editha,NA,NA,"Ecology Letters, 9 (4), 375-382",927502,Euphydryas editha,104508,Euphydryas,Nymphalidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
20540,762,10784,Zeiraphera diniana,NA,NA,"Ecology Letters, 9 (4), 375-382",675681,Zeiraphera diniana,354122,Zeiraphera,Tortricidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
20541,762,10784,Panolis flammea,NA,NA,"Ecology Letters, 9 (4), 375-382",757992,Panolis flammea,988141,Panolis,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
20542,762,10784,Hyloicus pinastri,NA,NA,"Ecology Letters, 9 (4), 375-382",535231,Sphinx pinastri,987436,Sphinx,Sphingidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
20543,762,10784,Dendrolimus pini,NA,NA,"Ecology Letters, 9 (4), 375-382",413584,Dendrolimus pini,151304,Dendrolimus,Lasiocampidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
20544,762,10784,Choristoneura fumiferana,NA,NA,"Ecology Letters, 9 (4), 375-382",661386,Choristoneura fumiferana,7141,Choristoneura,Tortricidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
