mainid,datasourceid,locationid,taxonname,lon,lat,reference,ott_id,name_cleaned,ncbi_id,genus,family,order,class,phylum,kingdom,taxon_rank
7118,493,10632,Euphydryas chalcedona,-122.1333333,37.33333333,"Oecologia, 47:239-251",927485,Euphydryas chalcedona,104504,Euphydryas,Nymphalidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
7119,494,10633,Orthoptera,-104.6333333,50.5,"Canadian Entomologist, 92:619-624",1095594,Orthoptera,6993,NA,NA,Orthoptera,Insecta,Arthropoda,Metazoa,order
7120,495,10634,Lagopus lagopus alleni,-53.5,47.5,"Oikos, 21:299-325",444614,Lagopus lagopus,52650,Lagopus,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
7121,496,10635,Lygaeus equestris,17.5,59,"Oikos, 60:343-350",642600,Lygaeus equestris,696229,Lygaeus,Lygaeidae,Hemiptera,Insecta,Arthropoda,Metazoa,species
7122,497,10636,Evechinus chloroticus,174.8166667,-36.3,"Oecologia, 54:80-87",924047,Evechinus chloroticus,137513,Evechinus,Echinometridae,Camarodonta,Echinoidea,Echinodermata,Metazoa,species
8145,502,92,Acyrthosiphon pisum,-2.533333333,57.53333333,Refer Rothamsted,814484,Acyrthosiphon pisum,7029,Acyrthosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8146,502,92,Aphis fabae,-2.533333333,57.53333333,Refer Rothamsted,54045,Aphis fabae,191316,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8147,502,92,Unknown Insect sp331,-2.533333333,57.53333333,Refer Rothamsted,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
8148,502,92,Aulacorthum solani,-2.533333333,57.53333333,Refer Rothamsted,935701,Aulacorthum solani,202456,Aulacorthum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8149,502,92,Brachycaudas helichrysi,-2.533333333,57.53333333,Refer Rothamsted,674951,Brachycaudus helichrysi,330452,Brachycaudus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8150,502,92,Brevicoryne brassicae,-2.533333333,57.53333333,Refer Rothamsted,979625,Brevicoryne brassicae,69196,Brevicoryne,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8151,502,92,Cavariella aegopodii,-2.533333333,57.53333333,Refer Rothamsted,304440,Cavariella aegopodii,330421,Cavariella,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8152,502,92,Cinara,-2.533333333,57.53333333,Refer Rothamsted,753380,Cinara,97051,Cinara,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8153,502,92,Drepanosiphum platanoidis,-2.533333333,57.53333333,Refer Rothamsted,668660,Drepanosiphum platanoidis,527648,Drepanosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8154,502,92,Elatobium abietinum,-2.533333333,57.53333333,Refer Rothamsted,145929,Elatobium abietinum,527671,Elatobium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8155,502,92,Eriosoma ulmi,-2.533333333,57.53333333,Refer Rothamsted,298033,Eriosoma ulmi,452322,Eriosoma,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8156,502,92,Hyalopterus pruni,-2.533333333,57.53333333,Refer Rothamsted,743364,Hyalopterus pruni,312888,Hyalopterus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8157,502,92,Hyperomyzus lactucae,-2.533333333,57.53333333,Refer Rothamsted,203054,Hyperomyzus lactucae,330460,Hyperomyzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8158,502,92,Macrosiphum euphorbiae,-2.533333333,57.53333333,Refer Rothamsted,362108,Macrosiphum euphorbiae,13131,Macrosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8159,502,92,Megoura viciae,-2.533333333,57.53333333,Refer Rothamsted,106261,Megoura viciae,112273,Megoura,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8160,502,92,Metapolophium dirhodum,-2.533333333,57.53333333,Refer Rothamsted,427455,Metopolophium dirhodum,44670,Metopolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8161,502,92,Metapolophium festucae,-2.533333333,57.53333333,Refer Rothamsted,3447824,Metopolophium festucae,NA,Metapolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,Species
8162,502,92,Myzus ascalonicus,-2.533333333,57.53333333,Refer Rothamsted,98149,Myzus ascalonicus,51993,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8163,502,92,Myzus ornatus,-2.533333333,57.53333333,Refer Rothamsted,72108,Myzus ornatus,44658,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8164,502,92,Myzus persicae,-2.533333333,57.53333333,Refer Rothamsted,785522,Myzus persicae,13164,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8165,502,92,Nasonovia ribis nigri,-2.533333333,57.53333333,Refer Rothamsted,413781,Nasonovia ribisnigri,269403,Nasonovia,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8166,502,92,Prociphilines (genus Prociphilus),-2.533333333,57.53333333,Refer Rothamsted,990091,Prociphilus,133102,Prociphilus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8167,502,92,Phyllaphis fagi,-2.533333333,57.53333333,Refer Rothamsted,802141,Phyllaphis fagi,935663,Phyllaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8168,502,92,Rhopalosiphum insertum,-2.533333333,57.53333333,Refer Rothamsted,229382,Rhopalosiphum insertum,168652,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8169,502,92,Rhopalosiphum maidis,-2.533333333,57.53333333,Refer Rothamsted,897641,Rhopalosiphum maidis,43146,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8170,502,92,Rhospalosiphum padi,-2.533333333,57.53333333,Refer Rothamsted,954228,Rhopalosiphum padi,40932,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8171,502,92,Sitobion avenae,-2.533333333,57.53333333,Refer Rothamsted,1004324,Sitobion avenae,44664,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8172,502,92,Sitobion fragariae,-2.533333333,57.53333333,Refer Rothamsted,1004322,Sitobion fragariae,44665,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8173,502,88,Acyrthosiphon pisum,-2.933333333,56.33333333,Refer Rothamsted,814484,Acyrthosiphon pisum,7029,Acyrthosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8174,502,88,Aphis fabae,-2.933333333,56.33333333,Refer Rothamsted,54045,Aphis fabae,191316,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8175,502,88,Unknown Insect sp331,-2.933333333,56.33333333,Refer Rothamsted,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
8176,502,88,Aulacorthum solani,-2.933333333,56.33333333,Refer Rothamsted,935701,Aulacorthum solani,202456,Aulacorthum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8177,502,88,Brachycaudas helichrysi,-2.933333333,56.33333333,Refer Rothamsted,674951,Brachycaudus helichrysi,330452,Brachycaudus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8178,502,88,Brevicoryne brassicae,-2.933333333,56.33333333,Refer Rothamsted,979625,Brevicoryne brassicae,69196,Brevicoryne,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8179,502,88,Cavariella aegopodii,-2.933333333,56.33333333,Refer Rothamsted,304440,Cavariella aegopodii,330421,Cavariella,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8180,502,88,Cinara,-2.933333333,56.33333333,Refer Rothamsted,753380,Cinara,97051,Cinara,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8181,502,88,Drepanosiphum platanoidis,-2.933333333,56.33333333,Refer Rothamsted,668660,Drepanosiphum platanoidis,527648,Drepanosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8182,502,88,Elatobium abietinum,-2.933333333,56.33333333,Refer Rothamsted,145929,Elatobium abietinum,527671,Elatobium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8183,502,88,Eriosoma ulmi,-2.933333333,56.33333333,Refer Rothamsted,298033,Eriosoma ulmi,452322,Eriosoma,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8184,502,88,Hyalopterus pruni,-2.933333333,56.33333333,Refer Rothamsted,743364,Hyalopterus pruni,312888,Hyalopterus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8185,502,88,Hyperomyzus lactucae,-2.933333333,56.33333333,Refer Rothamsted,203054,Hyperomyzus lactucae,330460,Hyperomyzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8186,502,88,Macrosiphum euphorbiae,-2.933333333,56.33333333,Refer Rothamsted,362108,Macrosiphum euphorbiae,13131,Macrosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8187,502,88,Metapolophium dirhodum,-2.933333333,56.33333333,Refer Rothamsted,427455,Metopolophium dirhodum,44670,Metopolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8188,502,88,Metapolophium festucae,-2.933333333,56.33333333,Refer Rothamsted,3447824,Metopolophium festucae,NA,Metapolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,Species
8189,502,88,Myzus ascalonicus,-2.933333333,56.33333333,Refer Rothamsted,98149,Myzus ascalonicus,51993,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8190,502,88,Myzus ornatus,-2.933333333,56.33333333,Refer Rothamsted,72108,Myzus ornatus,44658,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8191,502,88,Myzus persicae,-2.933333333,56.33333333,Refer Rothamsted,785522,Myzus persicae,13164,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8192,502,88,Nasonovia ribis nigri,-2.933333333,56.33333333,Refer Rothamsted,413781,Nasonovia ribisnigri,269403,Nasonovia,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8193,502,88,Prociphilines (genus Prociphilus),-2.933333333,56.33333333,Refer Rothamsted,990091,Prociphilus,133102,Prociphilus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8194,502,88,Phyllaphis fagi,-2.933333333,56.33333333,Refer Rothamsted,802141,Phyllaphis fagi,935663,Phyllaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8195,502,88,Pentatrichopus fragaefolii,-2.933333333,56.33333333,Refer Rothamsted,247901,Chaetosiphon fragaefolii,527630,Chaetosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8196,502,88,Phorodon humuli,-2.933333333,56.33333333,Refer Rothamsted,1076984,Phorodon humuli,796291,Phorodon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8197,502,88,Rhopalosiphum insertum,-2.933333333,56.33333333,Refer Rothamsted,229382,Rhopalosiphum insertum,168652,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8198,502,88,Rhopalosiphum maidis,-2.933333333,56.33333333,Refer Rothamsted,897641,Rhopalosiphum maidis,43146,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8199,502,88,Rhospalosiphum padi,-2.933333333,56.33333333,Refer Rothamsted,954228,Rhopalosiphum padi,40932,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8200,502,88,Sitobion avenae,-2.933333333,56.33333333,Refer Rothamsted,1004324,Sitobion avenae,44664,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8201,502,88,Sitobion fragariae,-2.933333333,56.33333333,Refer Rothamsted,1004322,Sitobion fragariae,44665,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8202,502,10580,Acyrthosiphon pisum,-3.216666667,55.95,Refer Rothamsted,814484,Acyrthosiphon pisum,7029,Acyrthosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8203,502,10580,Aphis fabae,-3.216666667,55.95,Refer Rothamsted,54045,Aphis fabae,191316,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8204,502,10580,Unknown Insect sp331,-3.216666667,55.95,Refer Rothamsted,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
8205,502,10580,Aulacorthum solani,-3.216666667,55.95,Refer Rothamsted,935701,Aulacorthum solani,202456,Aulacorthum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8206,502,10580,Brachycaudas helichrysi,-3.216666667,55.95,Refer Rothamsted,674951,Brachycaudus helichrysi,330452,Brachycaudus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8207,502,10580,Brevicoryne brassicae,-3.216666667,55.95,Refer Rothamsted,979625,Brevicoryne brassicae,69196,Brevicoryne,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8208,502,10580,Cavariella aegopodii,-3.216666667,55.95,Refer Rothamsted,304440,Cavariella aegopodii,330421,Cavariella,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8209,502,10580,Cinara,-3.216666667,55.95,Refer Rothamsted,753380,Cinara,97051,Cinara,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8210,502,10580,Drepanosiphum platanoidis,-3.216666667,55.95,Refer Rothamsted,668660,Drepanosiphum platanoidis,527648,Drepanosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8211,502,10580,Elatobium abietinum,-3.216666667,55.95,Refer Rothamsted,145929,Elatobium abietinum,527671,Elatobium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8212,502,10580,Eriosoma ulmi,-3.216666667,55.95,Refer Rothamsted,298033,Eriosoma ulmi,452322,Eriosoma,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8213,502,10580,Hyalopterus pruni,-3.216666667,55.95,Refer Rothamsted,743364,Hyalopterus pruni,312888,Hyalopterus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8214,502,10580,Hyperomyzus lactucae,-3.216666667,55.95,Refer Rothamsted,203054,Hyperomyzus lactucae,330460,Hyperomyzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8215,502,10580,Macrosiphum euphorbiae,-3.216666667,55.95,Refer Rothamsted,362108,Macrosiphum euphorbiae,13131,Macrosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8216,502,10580,Megoura viciae,-3.216666667,55.95,Refer Rothamsted,106261,Megoura viciae,112273,Megoura,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8217,502,10580,Metapolophium dirhodum,-3.216666667,55.95,Refer Rothamsted,427455,Metopolophium dirhodum,44670,Metopolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8218,502,10580,Metapolophium festucae,-3.216666667,55.95,Refer Rothamsted,3447824,Metopolophium festucae,NA,Metapolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,Species
8219,502,10580,Myzus ascalonicus,-3.216666667,55.95,Refer Rothamsted,98149,Myzus ascalonicus,51993,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8220,502,10580,Myzus ornatus,-3.216666667,55.95,Refer Rothamsted,72108,Myzus ornatus,44658,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8221,502,10580,Myzus persicae,-3.216666667,55.95,Refer Rothamsted,785522,Myzus persicae,13164,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8222,502,10580,Nasonovia ribis nigri,-3.216666667,55.95,Refer Rothamsted,413781,Nasonovia ribisnigri,269403,Nasonovia,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8223,502,10580,Prociphilines (genus Prociphilus),-3.216666667,55.95,Refer Rothamsted,990091,Prociphilus,133102,Prociphilus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8224,502,10580,Phyllaphis fagi,-3.216666667,55.95,Refer Rothamsted,802141,Phyllaphis fagi,935663,Phyllaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8225,502,10580,Pentatrichopus fragaefolii,-3.216666667,55.95,Refer Rothamsted,247901,Chaetosiphon fragaefolii,527630,Chaetosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8226,502,10580,Phorodon humuli,-3.216666667,55.95,Refer Rothamsted,1076984,Phorodon humuli,796291,Phorodon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8227,502,10580,Rhopalosiphum insertum,-3.216666667,55.95,Refer Rothamsted,229382,Rhopalosiphum insertum,168652,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8228,502,10580,Rhopalosiphum maidis,-3.216666667,55.95,Refer Rothamsted,897641,Rhopalosiphum maidis,43146,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8229,502,10580,Rhospalosiphum padi,-3.216666667,55.95,Refer Rothamsted,954228,Rhopalosiphum padi,40932,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8230,502,10580,Sitobion avenae,-3.216666667,55.95,Refer Rothamsted,1004324,Sitobion avenae,44664,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8231,502,10580,Sitobion fragariae,-3.216666667,55.95,Refer Rothamsted,1004322,Sitobion fragariae,44665,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8232,502,10581,Acyrthosiphon pisum,12.56666667,55.71666667,Refer Rothamsted,814484,Acyrthosiphon pisum,7029,Acyrthosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8233,502,10581,Aphis fabae,12.56666667,55.71666667,Refer Rothamsted,54045,Aphis fabae,191316,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8234,502,10581,Aphis frangulae,12.56666667,55.71666667,Refer Rothamsted,263605,Aphis frangulae,345553,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8235,502,10581,Aphis idaeii,12.56666667,55.71666667,Refer Rothamsted,44127,Aphis idaei,345556,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8236,502,10581,Aphis nasturtii,12.56666667,55.71666667,Refer Rothamsted,428824,Aphis nasturtii,400569,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8237,502,10581,Unknown Insect sp331,12.56666667,55.71666667,Refer Rothamsted,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
8238,502,10581,Aulacorthum solani,12.56666667,55.71666667,Refer Rothamsted,935701,Aulacorthum solani,202456,Aulacorthum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8239,502,10581,Brachycaudas helichrysi,12.56666667,55.71666667,Refer Rothamsted,674951,Brachycaudus helichrysi,330452,Brachycaudus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8240,502,10581,Brevicoryne brassicae,12.56666667,55.71666667,Refer Rothamsted,979625,Brevicoryne brassicae,69196,Brevicoryne,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8241,502,10581,Cavariella aegopodii,12.56666667,55.71666667,Refer Rothamsted,304440,Cavariella aegopodii,330421,Cavariella,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8242,502,10581,Cinara,12.56666667,55.71666667,Refer Rothamsted,753380,Cinara,97051,Cinara,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8243,502,10581,Drepanosiphum platanoidis,12.56666667,55.71666667,Refer Rothamsted,668660,Drepanosiphum platanoidis,527648,Drepanosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8244,502,10581,Dysaphis plantaginea,12.56666667,55.71666667,Refer Rothamsted,733406,Dysaphis plantaginea,214836,Dysaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8245,502,10581,Eriosoma ulmi,12.56666667,55.71666667,Refer Rothamsted,298033,Eriosoma ulmi,452322,Eriosoma,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8246,502,10581,Hyalopterus pruni,12.56666667,55.71666667,Refer Rothamsted,743364,Hyalopterus pruni,312888,Hyalopterus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8247,502,10581,Hyperomyzus lactucae,12.56666667,55.71666667,Refer Rothamsted,203054,Hyperomyzus lactucae,330460,Hyperomyzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8248,502,10581,Macrosiphum euphorbiae,12.56666667,55.71666667,Refer Rothamsted,362108,Macrosiphum euphorbiae,13131,Macrosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8249,502,10581,Metapolophium dirhodum,12.56666667,55.71666667,Refer Rothamsted,427455,Metopolophium dirhodum,44670,Metopolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8250,502,10581,Metapolophium festucae,12.56666667,55.71666667,Refer Rothamsted,3447824,Metopolophium festucae,NA,Metapolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,Species
8251,502,10581,Myzus ascalonicus,12.56666667,55.71666667,Refer Rothamsted,98149,Myzus ascalonicus,51993,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8252,502,10581,Myzus ornatus,12.56666667,55.71666667,Refer Rothamsted,72108,Myzus ornatus,44658,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8253,502,10581,Myzus persicae,12.56666667,55.71666667,Refer Rothamsted,785522,Myzus persicae,13164,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8254,502,10581,Nasonovia ribis nigri,12.56666667,55.71666667,Refer Rothamsted,413781,Nasonovia ribisnigri,269403,Nasonovia,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8255,502,10581,Prociphilines (genus Prociphilus),12.56666667,55.71666667,Refer Rothamsted,990091,Prociphilus,133102,Prociphilus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8256,502,10581,Phyllaphis fagi,12.56666667,55.71666667,Refer Rothamsted,802141,Phyllaphis fagi,935663,Phyllaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8257,502,10581,Phorodon humuli,12.56666667,55.71666667,Refer Rothamsted,1076984,Phorodon humuli,796291,Phorodon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8258,502,10581,Rhopalosiphum insertum,12.56666667,55.71666667,Refer Rothamsted,229382,Rhopalosiphum insertum,168652,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8259,502,10581,Rhopalosiphum maidis,12.56666667,55.71666667,Refer Rothamsted,897641,Rhopalosiphum maidis,43146,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8260,502,10581,Rhospalosiphum padi,12.56666667,55.71666667,Refer Rothamsted,954228,Rhopalosiphum padi,40932,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8261,502,10581,Sitobion avenae,12.56666667,55.71666667,Refer Rothamsted,1004324,Sitobion avenae,44664,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8262,502,10581,Sitobion fragariae,12.56666667,55.71666667,Refer Rothamsted,1004322,Sitobion fragariae,44665,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8263,502,87,Acyrthosiphon pisum,-1.8,55.1,Refer Rothamsted,814484,Acyrthosiphon pisum,7029,Acyrthosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8264,502,87,Aphis fabae,-1.8,55.1,Refer Rothamsted,54045,Aphis fabae,191316,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8265,502,87,Unknown Insect sp331,-1.8,55.1,Refer Rothamsted,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
8266,502,87,Aulacorthum solani,-1.8,55.1,Refer Rothamsted,935701,Aulacorthum solani,202456,Aulacorthum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8267,502,87,Brachycaudas helichrysi,-1.8,55.1,Refer Rothamsted,674951,Brachycaudus helichrysi,330452,Brachycaudus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8268,502,87,Brevicoryne brassicae,-1.8,55.1,Refer Rothamsted,979625,Brevicoryne brassicae,69196,Brevicoryne,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8269,502,87,Cavariella aegopodii,-1.8,55.1,Refer Rothamsted,304440,Cavariella aegopodii,330421,Cavariella,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8270,502,87,Cinara,-1.8,55.1,Refer Rothamsted,753380,Cinara,97051,Cinara,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8271,502,87,Drepanosiphum platanoidis,-1.8,55.1,Refer Rothamsted,668660,Drepanosiphum platanoidis,527648,Drepanosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8272,502,87,Dysaphis plantaginea,-1.8,55.1,Refer Rothamsted,733406,Dysaphis plantaginea,214836,Dysaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8273,502,87,Elatobium abietinum,-1.8,55.1,Refer Rothamsted,145929,Elatobium abietinum,527671,Elatobium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8274,502,87,Eriosoma ulmi,-1.8,55.1,Refer Rothamsted,298033,Eriosoma ulmi,452322,Eriosoma,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8275,502,87,Hyalopterus pruni,-1.8,55.1,Refer Rothamsted,743364,Hyalopterus pruni,312888,Hyalopterus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8276,502,87,Hyperomyzus lactucae,-1.8,55.1,Refer Rothamsted,203054,Hyperomyzus lactucae,330460,Hyperomyzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8277,502,87,Macrosiphum euphorbiae,-1.8,55.1,Refer Rothamsted,362108,Macrosiphum euphorbiae,13131,Macrosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8278,502,87,Megoura viciae,-1.8,55.1,Refer Rothamsted,106261,Megoura viciae,112273,Megoura,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8279,502,87,Metapolophium dirhodum,-1.8,55.1,Refer Rothamsted,427455,Metopolophium dirhodum,44670,Metopolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8280,502,87,Metapolophium festucae,-1.8,55.1,Refer Rothamsted,3447824,Metopolophium festucae,NA,Metapolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,Species
8281,502,87,Myzus ascalonicus,-1.8,55.1,Refer Rothamsted,98149,Myzus ascalonicus,51993,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8282,502,87,Myzus ornatus,-1.8,55.1,Refer Rothamsted,72108,Myzus ornatus,44658,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
