ID,error,error_reason,whole_epsilon,whole_trend,whole_mean_freq,whole_n_freq,whole_spec_exponent,whole_freq_diversity,whole_freq_richness,whole_y_mean,whole_y_var,whole_y_cv,whole_y_log_mean,whole_x_min,whole_x_max,whole_x_median,whole_x_length,whole_y_n,whole_y_not_missing,whole_y_missing,part,epsilon,trend,mean_freq,n_freq,spec_exponent,freq_diversity,freq_richness,y_mean,y_var,y_cv,y_log_mean,x_min,x_max,x_median,x_length,y_n,y_not_missing,y_missing
348,FALSE,NA,72,-0.013118006821777092,0.2639230250980083,0,0.45307082321220044,3.2366785825694224,3.3968326193236713,4177.1612903225805,53480808.39978847,1.7507242077653222,7.5264503428394125,1920,1981,1950.5,62,62,62,0,1,334,0.01657455343958251,0.25427258011638487,0,0.42434725667317846,3.033247046029772,3.1479109068876476,6555.387096774193,92711564.51182796,1.4688201203212787,8.211903443966326,1920,1950,1935,31,31,31,0
348,FALSE,NA,72,-0.013118006821777092,0.2639230250980083,0,0.45307082321220044,3.2366785825694224,3.3968326193236713,4177.1612903225805,53480808.39978847,1.7507242077653222,7.5264503428394125,1920,1981,1950.5,62,62,62,0,2,72,0.11482511004697471,0.26206093139402115,0,0.4762558690833478,3.252462202555623,3.400605199632237,1798.9354838709678,4343766.0623655915,1.158557587070889,6.951309187916605,1951,1981,1966,31,31,31,0
358,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
358,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
361,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
361,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
391,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
391,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
403,FALSE,NA,12000,0.018538046243806148,0.2595366626361308,0,0.4724226539721529,3.228425146447096,3.359052351550945,210921.41176470587,12468806438.127058,0.5294095509373237,12.163522163710427,1931,1981,1956,51,51,51,0,1,12000,0.0334145349140812,0.27192102021737036,0,0.4687407417619634,3.019548304469138,3.1707377697814607,200203.84615384616,13473561102.215385,0.5797874114579576,12.067357344678232,1931,1956,1943.5,26,26,26,0
403,FALSE,NA,12000,0.018538046243806148,0.2595366626361308,0,0.4724226539721529,3.228425146447096,3.359052351550945,210921.41176470587,12468806438.127058,0.5294095509373237,12.163522163710427,1931,1981,1956,51,51,51,0,2,41247,0.05702606774095369,0.2726444310805049,0,0.4804475877351673,3.189956009250359,3.3282599314221115,219147.34615384616,11442088711.435385,0.48810857745262065,12.393464776125354,1956,1981,1968.5,26,26,26,0
426,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
426,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
430,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
430,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
438,FALSE,NA,505.5,-0.011252363873101568,0.2594084039928344,0,0.48571960981140916,3.1973883345211074,3.3167136539805058,3065.5396825396824,6546137.252432155,0.8346138957227154,8.02787706034827,1919,1981,1950,63,63,63,0,1,710.5,0.007681203117089417,0.2720712569237469,0,0.4167123753248146,3.009757880528234,3.3440645930942834,4141.46875,10152690.515120968,0.769371660506155,8.333869716363207,1919,1950,1934.5,32,32,32,0
438,FALSE,NA,505.5,-0.011252363873101568,0.2594084039928344,0,0.48571960981140916,3.1973883345211074,3.3167136539805058,3065.5396825396824,6546137.252432155,0.8346138957227154,8.02787706034827,1919,1981,1950,63,63,63,0,2,505.5,0.01675699012574003,0.2691743981271168,0,0.4779694412082323,3.0284893381055005,3.168722676096211,1938.21875,520012.49899193546,0.37205239167783277,7.764215627127855,1950,1981,1965.5,32,32,32,0
449,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
449,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
481,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
481,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1199,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1199,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1263,FALSE,NA,8.5,0.4218963904798374,0.3064348329213253,0,0.24436695949036918,2.0798559548679956,2.4632240929395692,345.3,154742.67777777778,1.139222294831567,5.1939490334248415,1978,1987,1982.5,10,10,10,0,1,8.5,0.1766008527451302,NA,NA,NA,NA,NA,54.4,960.3,0.5696453606742674,4.034884574843878,1978,1982,1980,5,5,5,0
1263,FALSE,NA,8.5,0.4218963904798374,0.3064348329213253,0,0.24436695949036918,2.0798559548679956,2.4632240929395692,345.3,154742.67777777778,1.139222294831567,5.1939490334248415,1978,1987,1982.5,10,10,10,0,2,148.5,0.18736053453062687,NA,NA,NA,NA,NA,636.2,135653.7,0.5789248037790105,6.58791575748065,1983,1987,1985,5,5,5,0
1272,FALSE,NA,11.5,0.07193518539161939,0.30681650141246186,0,0.5495161075839435,3.0042319003933113,3.1376501298724198,93.5,4086.0555555555557,0.683660554171972,4.471457971188392,1978,1987,1982.5,10,10,10,0,1,11.5,0.045538387376396455,NA,NA,NA,NA,NA,85.4,6119.3,0.9159947865580513,4.298658555052191,1978,1982,1980,5,5,5,0
1272,FALSE,NA,11.5,0.07193518539161939,0.30681650141246186,0,0.5495161075839435,3.0042319003933113,3.1376501298724198,93.5,4086.0555555555557,0.683660554171972,4.471457971188392,1978,1987,1982.5,10,10,10,0,2,24.5,-0.0096538784350135,NA,NA,NA,NA,NA,101.6,2910.3,0.530976342572579,4.769886449302069,1983,1987,1985,5,5,5,0
1326,FALSE,NA,0.5,-0.1270253079558154,0.2730173828022412,0,0.47511695894766537,3.219329740913983,3.362005911204574,12.5,305.14,1.3974605540050138,1.4705820848682958,1900,1925,1912.5,26,26,26,0,1,0.5,-0.20015011782772635,0.27501132089729124,0,0.5451183759708177,3.184640029189077,3.338844732241657,21.923076923076923,427.4102564102564,0.9430201270865242,2.3249395874687786,1900,1912,1906,13,13,13,0
1326,FALSE,NA,0.5,-0.1270253079558154,0.2730173828022412,0,0.47511695894766537,3.219329740913983,3.362005911204574,12.5,305.14,1.3974605540050138,1.4705820848682958,1900,1925,1912.5,26,26,26,0,2,0.5,-0.002047537903639343,0.2687058174621975,0,0.4784820367081936,3.198544086713454,3.3233341747669,3.076923076923077,15.91025641025641,1.296349039932276,0.6162245822678128,1913,1925,1919,13,13,13,0
1512,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1512,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1518,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1518,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1606,FALSE,NA,3.752,-0.20634825718174316,0.2816463060099621,0,0.6186743501466673,2.947839984127351,3.111347677477444,21.23918181818182,225.12362436363634,0.7064358869698056,3.0543953512913196,1980,1990,1985,11,11,11,0,1,6.919,-0.2326090384985703,0.3518569484008823,0,0.20798747797132924,2.0634937356900735,3,31.848333333333333,152.16637066666664,0.3873224150555393,3.609237335495292,1980,1985,1982.5,6,6,6,0
1606,FALSE,NA,3.752,-0.20634825718174316,0.2816463060099621,0,0.6186743501466673,2.947839984127351,3.111347677477444,21.23918181818182,225.12362436363634,0.7064358869698056,3.0543953512913196,1980,1990,1985,11,11,11,0,2,3.752,-0.06341685431823642,0.34654515580587614,0,0.46247387914055593,2.5116349785902607,3,9.3965,5.672526299999999,0.25346741808336576,2.563964455426889,1985,1990,1987.5,6,6,6,0
1657,FALSE,NA,57.5,0.009942643512048155,0.2939614883250742,0,0.5415154818654466,3.0654774964661464,3.262208141893528,357.85714285714283,20598.9010989011,0.4010627580149706,5.960013854158,1978,1991,1984.5,14,14,14,0,1,70,0.01406279290277333,0.2940552842857204,0,2.695337256610375,2.036495418053332,3,338.57142857142856,28147.619047619046,0.49553065489852055,5.936415365543972,1978,1984,1981,7,7,7,0
1657,FALSE,NA,57.5,0.009942643512048155,0.2939614883250742,0,0.5415154818654466,3.0654774964661464,3.262208141893528,357.85714285714283,20598.9010989011,0.4010627580149706,5.960013854158,1978,1991,1984.5,14,14,14,0,2,57.5,-0.05830684245442417,0.2905440117533159,0,0.7200810594382104,2.864423137296036,3,377.14285714285717,15615.47619047619,0.33133836844167575,6.02009172988899,1985,1991,1988,7,7,7,0
1690,FALSE,NA,39349.5,-0.018718163746974596,0.2600080970115112,0,0.4595290995827456,3.217195869566578,3.3340403162705914,456409.5652173913,51156124627.89328,0.49555753131838715,12.999348636802642,1970,1992,1981,23,23,23,0,1,117239,0.11477466477249454,0.29968460966657723,0,0.5710591906523909,3.0953319475282566,3.3069929405779748,470930.25,42331980710.02273,0.43689563600760617,13.230645647531336,1970,1981,1975.5,12,12,12,0
1690,FALSE,NA,39349.5,-0.018718163746974596,0.2600080970115112,0,0.4595290995827456,3.217195869566578,3.3340403162705914,456409.5652173913,51156124627.89328,0.49555753131838715,12.999348636802642,1970,1992,1981,23,23,23,0,2,39349.5,-0.19209636248616896,0.2949743645222173,0,0.2827608861490782,2.809243149456701,3.060219333470411,468317.4166666667,68739137399.17424,0.5598371696772702,12.97948131356351,1981,1992,1986.5,12,12,12,0
1697,FALSE,NA,2042.5,-0.10516826458975155,0.2785063048009562,0,0.4774750656948656,3.1811221792102513,3.364662850110635,23536.954545454544,211224718.71212122,0.6174788712327713,9.976944044538302,1971,1992,1981.5,22,22,22,0,1,11446.5,-0.07040465142823545,0.2737474447338698,0,0.4930112982014504,3.036013240709009,3.14196246625699,35670.72727272727,98248271.81818181,0.27787565275557513,10.740571759397813,1971,1981,1976,11,11,11,0
1697,FALSE,NA,2042.5,-0.10516826458975155,0.2785063048009562,0,0.4774750656948656,3.1811221792102513,3.364662850110635,23536.954545454544,211224718.71212122,0.6174788712327713,9.976944044538302,1971,1992,1981.5,22,22,22,0,2,2042.5,-0.1206460571923147,0.2806713587890935,0,0.604083032285723,2.9670649215272644,3.119284425134493,11403.181818181818,21421068.163636364,0.4058770662838444,9.447281884081171,1982,1992,1987,11,11,11,0
1704,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1704,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1858,FALSE,NA,800,0.1065452962394558,0.2772834143184233,0,0.5362987190646847,3.0120106961920756,3.2691306660790485,66411.76470588235,10468231102.941177,1.5406061612048467,10.13041818040295,1969,1985,1977,17,17,17,0,1,800,0.08066587144847012,0.27352911655991163,0,0.27520839427411464,2.891453787711738,3.024226812269758,20977.777777777777,476311944.4444444,1.0403662515958512,9.455896396412959,1969,1977,1973,9,9,9,0
1858,FALSE,NA,800,0.1065452962394558,0.2772834143184233,0,0.5362987190646847,3.0120106961920756,3.2691306660790485,66411.76470588235,10468231102.941177,1.5406061612048467,10.13041818040295,1969,1985,1977,17,17,17,0,2,2100,-0.2703038263981796,0.27513920555563576,0,0.3375779037945916,2.928688081480819,3.0486113395538696,111133.33333333333,15892990000,1.1343797475108055,10.965324242106721,1977,1985,1981,9,9,9,0
1874,FALSE,NA,61,0.11888970030538036,0.29202347177554167,0,0.9452896822650112,2.6039158434373233,2.880750696858194,506.77777777777777,144642.69444444444,0.7504654256909385,6.156047504110628,1959,1967,1963,9,9,9,0,1,61,0.3658009162554088,NA,NA,NA,NA,NA,354.4,46246.8,0.6068021774788158,5.910919759355243,1959,1963,1961,5,5,5,0
1874,FALSE,NA,61,0.11888970030538036,0.29202347177554167,0,0.9452896822650112,2.6039158434373233,2.880750696858194,506.77777777777777,144642.69444444444,0.7504654256909385,6.156047504110628,1959,1967,1963,9,9,9,0,2,118,-0.27236612723347337,NA,NA,NA,NA,NA,658.8,185127.2,0.6531027700974651,6.535865788625307,1963,1967,1965,5,5,5,0
1878,FALSE,NA,1.75,0.02728077612006175,0.2672996258025929,0,0.2552229711365683,2.5411196105158194,3.044971419611158,9.127777777777778,16.45806349206349,0.4444514305301021,2.3254737600028776,1960,1995,1977.5,36,36,36,0,1,1.75,-0.003380887223075082,0.2801739250968184,0,0.45740692250491954,3.0132789373227333,3.1992526266570773,6.522222222222222,3.987712418300653,0.3061726009588376,2.084898851460176,1960,1977,1968.5,18,18,18,0
1878,FALSE,NA,1.75,0.02728077612006175,0.2672996258025929,0,0.2552229711365683,2.5411196105158194,3.044971419611158,9.127777777777778,16.45806349206349,0.4444514305301021,2.3254737600028776,1960,1995,1977.5,36,36,36,0,2,3.5,0.025863274638685808,0.2922115942580282,0,0.2583855298861504,2.3916376012938003,2.9280369586826227,11.733333333333333,15.52,0.3357565159703218,2.695601973886559,1978,1995,1986.5,18,18,18,0
1909,FALSE,NA,0.01,-0.15759986116967348,0.26062092345992166,0,0.44573104375376865,3.1355578887026203,3.2508761432256725,0.19705882352941176,0.046734558823529414,1.0970418313280816,-2.056174602906822,1972,1988,1980,17,17,17,0,1,0.065,0.12182189092410131,0.2978849038677851,0,1.4800960844293756,2.1016825307093012,2.474881241434991,0.33111111111111113,0.04971111111111111,0.6733687855647239,-1.0392536214954287,1972,1980,1976,9,9,9,0
1909,FALSE,NA,0.01,-0.15759986116967348,0.26062092345992166,0,0.44573104375376865,3.1355578887026203,3.2508761432256725,0.19705882352941176,0.046734558823529414,1.0970418313280816,-2.056174602906822,1972,1988,1980,17,17,17,0,2,0.01,-0.16313647274892618,0.2765145360235474,0,0.383412053740881,2.9465816733442423,3.060795866879892,0.08222222222222222,0.012444444444444444,1.3567459889741764,-2.7614408171397455,1980,1988,1984,9,9,9,0
2032,FALSE,NA,358.5,0.035184986712262216,0.25847652890911466,0,0.5068642328040535,3.0824648225301563,3.192919930179145,20554.266666666666,464916738.9727273,1.0490244360089591,9.57249914306013,1948,1992,1970,45,45,45,0,1,358.5,-0.03233953515436107,0.25729569367156957,0,0.44473978288487676,3.169578661112943,3.281396185549093,10226.565217391304,49502942.71146245,0.6879956873554427,9.03645734525226,1948,1970,1959,23,23,23,0
2032,FALSE,NA,358.5,0.035184986712262216,0.25847652890911466,0,0.5068642328040535,3.0824648225301563,3.192919930179145,20554.266666666666,464916738.9727273,1.0490244360089591,9.57249914306013,1948,1992,1970,45,45,45,0,2,1348,0.027838202934516474,0.25736400141622245,0,0.4534028210436039,3.1238930160290566,3.2411861022549364,30216.652173913044,681859072.2371541,0.8641735432249705,10.123377564298748,1970,1992,1981,23,23,23,0
2037,FALSE,NA,1697.5,-0.006554648535421997,0.2650650676026949,0,0.4703691258957244,3.2081039107328966,3.371380888015234,5060.695652173913,868798.675889328,0.18418292060894198,8.809298912890355,1970,1992,1981,23,23,23,0,1,2170,-0.005784670405876515,0.2981224399028163,0,0.5461704836186483,3.1793135048605294,3.33184571337765,5220.666666666667,230995.33333333334,0.09206098942846165,8.9059988518898745,1970,1981,1975.5,12,12,12,0
2037,FALSE,NA,1697.5,-0.006554648535421997,0.2650650676026949,0,0.4703691258957244,3.2081039107328966,3.371380888015234,5060.695652173913,868798.675889328,0.18418292060894198,8.809298912890355,1970,1992,1981,23,23,23,0,2,1697.5,-2.8425792265837326e-4,0.29489248920505184,0,0.2644499237228902,2.796523762539786,3.047850718799056,4895.25,1449216.5681818181,0.2459188216272815,8.778902290197557,1981,1992,1986.5,12,12,12,0
2048,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2048,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2741,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2741,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2990,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2990,TRUE,series is empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
3024,FALSE,NA,47.5,0.18339124707884671,0.30682833313468233,0,0.6296427305265135,2.739723686722,2.98467113924523,446.1,61547.87777777778,0.5561274321666783,6.068374480309368,1976,1985,1980.5,10,10,10,0,1,47.5,0.21155191839509357,NA,NA,NA,NA,NA,257,12170,0.429251840327521,5.653075316623454,1976,1980,1978,5,5,5,0
3024,FALSE,NA,47.5,0.18339124707884671,0.30682833313468233,0,0.6296427305265135,2.739723686722,2.98467113924523,446.1,61547.87777777778,0.5561274321666783,6.068374480309368,1976,1985,1980.5,10,10,10,0,2,154,0.10806661396486787,NA,NA,NA,NA,NA,635.2,36915.7,0.3024788857758234,6.640975749892052,1981,1985,1983,5,5,5,0
3040,FALSE,NA,0.5,0.10789817827253788,0.2816411190784168,0,0.5543031906987644,2.969912121877112,3.0750313020955162,3.5555555555555554,47.52777777777778,1.9389485512449782,0.19633804914190614,1976,1984,1980,9,9,9,0,1,0.5,0.7209340256604149,NA,NA,NA,NA,NA,2.8,32.7,2.0422826364993996,0.18574265037454246,1976,1980,1978,5,5,5,0
3040,FALSE,NA,0.5,0.10789817827253788,0.2816411190784168,0,0.5543031906987644,2.969912121877112,3.0750313020955162,3.5555555555555554,47.52777777777778,1.9389485512449782,0.19633804914190614,1976,1984,1980,9,9,9,0,2,6.5,-0.1386294361119907,NA,NA,NA,NA,NA,6.2,75.2,1.3986763476566968,2.3568988227650314,1980,1984,1982,5,5,5,0
3133,FALSE,NA,1,-2.4956341499330893e-4,0.26710225323545095,0,-0.1252104366634529,2.651326603926649,2.8222626985801234,27.88888888888889,401.3611111111111,0.718350557438807,3.0414045927947098,1977,1985,1981,9,9,9,0,1,1,-0.6601060267348585,NA,NA,NA,NA,NA,22.2,291.2,0.768674919196452,2.774198513484656,1977,1981,1979,5,5,5,0
3133,FALSE,NA,1,-2.4956341499330893e-4,0.26710225323545095,0,-0.1252104366634529,2.651326603926649,2.8222626985801234,27.88888888888889,401.3611111111111,0.718350557438807,3.0414045927947098,1977,1985,1981,9,9,9,0,2,1,0.5075173815233862,NA,NA,NA,NA,NA,28.4,638.3,0.8895985823787511,2.920052211279444,1981,1985,1983,5,5,5,0
3189,FALSE,NA,38,0.13976226810890224,0.3090902091632038,0,-1.6053680011421827,1.7006423898266882,1.767269630657426,187.625,7564.267857142857,0.46354590019763053,5.351334479122445,1977,1984,1980.5,8,8,8,0,1,38,0.22667694485444229,NA,NA,NA,NA,NA,127.75,2302.25,0.3755911340159183,5.0775052827720675,1977,1980,1978.5,4,4,4,0
3189,FALSE,NA,38,0.13976226810890224,0.3090902091632038,0,-1.6053680011421827,1.7006423898266882,1.767269630657426,187.625,7564.267857142857,0.46354590019763053,5.351334479122445,1977,1984,1980.5,8,8,8,0,2,76,-0.13915440562586773,NA,NA,NA,NA,NA,247.5,5787.666666666667,0.3073806693613268,5.7569143052036065,1981,1984,1982.5,4,4,4,0
3218,FALSE,NA,9,0.07032646712049788,0.30698679371710835,0,0.4929247187640484,2.957049820518241,3.115968534414068,117.5,11689.166666666666,0.920139996302811,4.583928516077871,1976,1985,1980.5,10,10,10,0,1,14.5,0.2240449456473368,NA,NA,NA,NA,NA,89,1668.5,0.4589581632696652,4.558533630552149,1976,1980,1978,5,5,5,0
