species,name_cleaned,search_string,unique_name,approximate_match,score,ott_id,is_synonym,flags,number_matches
Shorea acuminata,Shorea acuminata,shorea acuminata,Shorea acuminata,FALSE,1,1066649,FALSE,,1
Shorea leprosula,Shorea leprosula,shorea leprosula,Shorea leprosula,FALSE,1,291602,FALSE,,1
Shorea maxwelliana,Shorea maxwelliana,shorea maxwelliana,Shorea maxwelliana,FALSE,1,459415,FALSE,,1
Angophora costata,Angophora costata,angophora costata,Angophora costata,FALSE,1,298680,FALSE,,1
Corymbia gummifera,Corymbia gummifera,corymbia gummifera,Corymbia gummifera,FALSE,1,849724,FALSE,,1
Lophostemon confertus,Lophostemon confertus,lophostemon confertus,Lophostemon confertus,FALSE,1,81281,FALSE,,1
Eucalyptus pilularis,Eucalyptus pilularis,eucalyptus pilularis,Eucalyptus pilularis,FALSE,1,191237,FALSE,,1
Corymbia citriodora,Corymbia citriodora,corymbia citriodora,Corymbia citriodora,FALSE,1,409369,FALSE,,1
Eucalyptus grandis,Eucalyptus grandis,eucalyptus grandis,Eucalyptus grandis,FALSE,1,40959,FALSE,,1
Eucalyptus saligna,Eucalyptus saligna,eucalyptus saligna,Eucalyptus saligna,FALSE,1,422184,FALSE,,1
Eucalyptus robusta,Eucalyptus robusta,eucalyptus robusta,Eucalyptus robusta,FALSE,1,528024,FALSE,,1
Eucalyptus microcorys,Eucalyptus microcorys,eucalyptus microcorys,Eucalyptus microcorys,FALSE,1,847939,FALSE,,1
Eucalyptus acmenoides,Eucalyptus acmenoides,eucalyptus acmenoides,Eucalyptus acmenoides,FALSE,1,3935738,FALSE,,1
Eucalyptus siderophloia,Eucalyptus siderophloia,eucalyptus siderophloia,Eucalyptus siderophloia,FALSE,1,993409,FALSE,,1
Eucalyptus tereticornis,Eucalyptus tereticornis,eucalyptus tereticornis,Eucalyptus tereticornis,FALSE,1,173799,FALSE,,1
Bertholletia excelsa,Bertholletia excelsa,bertholletia excelsa,Bertholletia excelsa,FALSE,1,429489,FALSE,,1
Fraxinus excelsior,Fraxinus excelsior,fraxinus excelsior,Fraxinus excelsior,FALSE,1,671802,FALSE,,1
Quercus cerris,Quercus cerris,quercus cerris,Quercus cerris,FALSE,1,520576,FALSE,,3
Arctous rubra,Arctous rubra,arctous rubra,Arctous rubra,FALSE,1,622571,FALSE,,1
Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,arctostaphylos uva-ursi,Arctostaphylos uva-ursi,FALSE,1,100960,FALSE,,1
Geocaulon lividum,Geocaulon lividum,geocaulon lividum,Geocaulon lividum,FALSE,1,598151,FALSE,,1
Shepherdia canadensis,Shepherdia canadensis,shepherdia canadensis,Shepherdia canadensis,FALSE,1,788508,FALSE,,1
Vaccinium vitis-idaea,Vaccinium vitis-idaea,vaccinium vitis-idaea,Vaccinium vitis-idaea,FALSE,1,242921,FALSE,sibling_higher,1
Cedrus atlantica,Cedrus atlantica,cedrus atlantica,Cedrus atlantica,FALSE,1,1080542,FALSE,,1
Triodia pungens,Triodia pungens,triodia pungens,Triodia pungens,FALSE,1,252347,FALSE,,2
Castanopsis cuspidata,Castanopsis cuspidata,castanopsis cuspidata,Castanopsis cuspidata,FALSE,1,448681,FALSE,,1
Pinus sibirica,Pinus sibirica,pinus sibirica,Pinus sibirica,FALSE,1,814113,FALSE,,1
Afzelia bipindensis,Afzelia bipindensis,afzelia bipindensis,Afzelia bipindensis,FALSE,1,301494,FALSE,,1
Aidia ochroleuca,Aidia ochroleuca,aidia ochroleuca,Aidia ochroleuca,FALSE,1,3878036,FALSE,,1
Albizia ferruginea,Albizia ferruginea,albizia ferruginea,Albizia ferruginea,FALSE,1,3919366,FALSE,,1
Allophylus africanus,Allophylus africanus,allophylus africanus,Allophylus africanus,FALSE,1,5233067,FALSE,,1
Allanblackia floribunda,Allanblackia floribunda,allanblackia floribunda,Allanblackia floribunda,FALSE,1,206329,FALSE,,1
Amphimas ferrugineus,Amphimas ferrugineus,amphimas ferrugineus,Amphimas ferrugineus,FALSE,1,3919840,FALSE,incertae_sedis_inherited,1
Annickia affinis,Annickia affinis,annickia affinis,Annickia affinis,FALSE,1,3868096,FALSE,,1
Anthonotha macrophylla,Anthonotha macrophylla,anthonotha macrophylla,Anthonotha macrophylla,FALSE,1,876417,FALSE,,1
Antrocaryon nannanii,Antrocaryon nannanii,antrocaryon nannanii,Antrocaryon nannanii,FALSE,1,6123783,FALSE,,1
Antiaris toxicaria,Antiaris toxicaria,antiaris toxicaria,Antiaris toxicaria,FALSE,1,539291,FALSE,,1
Baikiaea insignis,Baikiaea insignis,baikiaea insignis,Baikiaea insignis,FALSE,1,351631,FALSE,,1
Barteria dewevrei,Barteria dewevrei,barteria dewevrei,Barteria dewevrei,FALSE,1,619247,FALSE,,1
Blighia welwitschii,Blighia welwitschii,blighia welwitschii,Blighia welwitschii,FALSE,1,5748053,FALSE,,1
Bombax buonopozense,Bombax buonopozense,bombax buonopozense,Bombax buonopozense,FALSE,1,312752,FALSE,,1
Canarium schweinfurthii,Canarium schweinfurthii,canarium schweinfurthii,Canarium schweinfurthii,FALSE,1,431769,FALSE,,1
Carapa procera,Carapa procera,carapa procera,Carapa procera,FALSE,1,348348,FALSE,,1
Ceiba pentandra,Ceiba pentandra,ceiba pentandra,Ceiba pentandra,FALSE,1,987976,FALSE,,1
Celtis mildbraedii,Celtis mildbraedii,celtis mildbraedii,Celtis mildbraedii,FALSE,1,5233295,FALSE,,1
Chrysophyllum africanum,Chrysophyllum africanum,chrysophyllum africanum,Chrysophyllum africanum,FALSE,1,3901129,FALSE,sibling_higher,1
Coelocaryon botryoides,Coelocaryon botryoides,coelocaryon botryoides,Coelocaryon botryoides,FALSE,1,6028268,FALSE,,1
Cola bruneelii,Cola bruneelii,cola bruneelii,Cola bruneelii,FALSE,1,6118735,FALSE,,1
Corynanthe paniculata,Corynanthe paniculata,corynanthe paniculata,Corynanthe paniculata,FALSE,1,240337,FALSE,,1
Dacryodes buettneri,Dacryodes buettneri,dacryodes buettneri,Dacryodes buettneri,FALSE,1,968501,FALSE,,1
Deinbollia laurentii,Deinbollia laurentii,deinbollia laurentii,Deinbollia laurentii,FALSE,1,6127088,FALSE,,1
Dialium excelsum,Dialium excelsum,dialium excelsum,Dialium excelsum,FALSE,1,3916879,FALSE,,1
Dialium pachyphyllum,Dialium pachyphyllum,dialium pachyphyllum,Dialium pachyphyllum,FALSE,1,3916875,FALSE,,1
Discoglypremna caloneura,Discoglypremna caloneura,discoglypremna caloneura,Discoglypremna caloneura,FALSE,1,190677,FALSE,,1
Entandrophragma angolense,Entandrophragma angolense,entandrophragma angolense,Entandrophragma angolense,FALSE,1,923419,FALSE,,1
Eriocoelum microspermum,Eriocoelum microspermum,eriocoelum microspermum,Eriocoelum microspermum,FALSE,1,892501,FALSE,,1
Erythrina droogmansiana,Erythrina droogmansiana,erythrina droogmansiana,Erythrina droogmansiana,FALSE,1,3921522,FALSE,,1
Erythrophleum suaveolens,Erythrophleum suaveolens,erythrophleum suaveolens,Erythrophleum suaveolens,FALSE,1,753426,FALSE,,2
Funtumia elastica,Funtumia elastica,funtumia elastica,Funtumia elastica,FALSE,1,280757,FALSE,,1
Ganophyllum giganteum,Ganophyllum giganteum,ganophyllum giganteum,Ganophyllum giganteum,FALSE,1,6127167,FALSE,,1
Garcinia epunctata,Garcinia epunctata,garcinia epunctata,Garcinia epunctata,FALSE,1,6099699,FALSE,,1
Harungana madagascariensis,Harungana madagascariensis,harungana madagascariensis,Harungana madagascariensis,FALSE,1,324228,FALSE,,1
Hexalobus crispiflorus,Hexalobus crispiflorus,hexalobus crispiflorus,Hexalobus crispiflorus,FALSE,1,6284,FALSE,,1
Holoptelea grandis,Holoptelea grandis,holoptelea grandis,Holoptelea grandis,FALSE,1,5519931,FALSE,,1
Hua gaboni,Hua gabonii,hua gaboni,Hua gabonii,TRUE,0.909090936,481690,FALSE,,1
Hylodendron gabunense,Hylodendron gabunense,hylodendron gabunense,Hylodendron gabunense,FALSE,1,169751,FALSE,,1
Hymenocardia ulmoides,Hymenocardia ulmoides,hymenocardia ulmoides,Hymenocardia ulmoides,FALSE,1,660715,FALSE,,1
Irvingia grandifolia,Irvingia grandifolia,irvingia grandifolia,Irvingia grandifolia,FALSE,1,3909974,FALSE,,1
Isolona dewevrei,Isolona dewevrei,isolona dewevrei,Isolona dewevrei,FALSE,1,379890,FALSE,,1
Klainedoxa gabonensis,Klainedoxa gabonensis,klainedoxa gabonensis,Klainedoxa gabonensis,FALSE,1,1053591,FALSE,,1
Lannea welwitschii,Lannea welwitschii,lannea welwitschii,Lannea welwitschii,FALSE,1,1032679,FALSE,,1
Lovoa trichilioides,Lovoa trichilioides,lovoa trichilioides,Lovoa trichilioides,FALSE,1,705260,FALSE,,1
Macaranga monandra,Macaranga monandra,macaranga monandra,Macaranga monandra,FALSE,1,914574,FALSE,,1
Maranthes glabra,Maranthes glabra,maranthes glabra,Maranthes glabra,FALSE,1,778865,FALSE,,1
Markhamia tomentosa,Markhamia tomentosa,markhamia tomentosa,Markhamia tomentosa,FALSE,1,6080485,FALSE,,1
Microdesmis puberula,Microdesmis puberula,microdesmis puberula,Microdesmis puberula,FALSE,1,31619,FALSE,,1
Milicia excelsa,Milicia excelsa,milicia excelsa,Milicia excelsa,FALSE,1,864437,FALSE,,1
Monodora angolensis,Monodora angolensis,monodora angolensis,Monodora angolensis,FALSE,1,379912,FALSE,,1
Musanga cecropioides,Musanga cecropioides,musanga cecropioides,Musanga cecropioides,FALSE,1,4729816,FALSE,,1
Myrianthus arboreus,Myrianthus arboreus,myrianthus arboreus,Myrianthus arboreus,FALSE,1,5922343,FALSE,,1
Newtonia leucocarpa,Newtonia leucocarpa,newtonia leucocarpa,Newtonia leucocarpa,FALSE,1,3918831,FALSE,,1
Oncoba welwitschii,Caloncoba welwitschii,oncoba welwitschii,Caloncoba welwitschii,FALSE,1,992972,TRUE,,1
Ongokea gore,Ongokea gore,ongokea gore,Ongokea gore,FALSE,1,946308,FALSE,,1
Paropsia braunii,Paropsia braunii,paropsia braunii,Paropsia braunii,FALSE,1,566881,FALSE,,1
Parkia filicoidea,Parkia filicoidea,parkia filicoidea,Parkia filicoidea,FALSE,1,3918887,FALSE,,2
Pausinystalia macroceras,Corynanthe macroceras,pausinystalia macroceras,Corynanthe macroceras,FALSE,1,815046,TRUE,,1
Pentaclethra eetveldeana,Pentaclethra eetveldeana,pentaclethra eetveldeana,Pentaclethra eetveldeana,FALSE,1,659681,FALSE,,1
Petersianthus macrocarpus,Petersianthus macrocarpus,petersianthus macrocarpus,Petersianthus macrocarpus,FALSE,1,333398,FALSE,,1
Piptadeniastrum africanum,Piptadeniastrum africanum,piptadeniastrum africanum,Piptadeniastrum africanum,FALSE,1,213982,FALSE,,1
Pentaclethra macrophylla,Pentaclethra macrophylla,pentaclethra macrophylla,Pentaclethra macrophylla,FALSE,1,788558,FALSE,,1
Prioria balsamifera,Prioria balsamifera,prioria balsamifera,Prioria balsamifera,FALSE,1,179194,FALSE,,1
Prioria oxyphylla,Prioria oxyphylla,prioria oxyphylla,Prioria oxyphylla,FALSE,1,481934,FALSE,,1
Pseudospondias microcarpa,Pseudospondias microcarpa,pseudospondias microcarpa,Pseudospondias microcarpa,FALSE,1,4728705,FALSE,,1
Pteleopsis hylodendron,Terminalia hylodendron,pteleopsis hylodendron,Terminalia hylodendron,FALSE,1,6119977,TRUE,,1
Pterocarpus tinctorius,Pterocarpus tinctorius,pterocarpus tinctorius,Pterocarpus tinctorius,FALSE,1,158693,FALSE,,1
Pycnanthus angolensis,Pycnanthus angolensis,pycnanthus angolensis,Pycnanthus angolensis,FALSE,1,206489,FALSE,,1
Quassia undulata,Quassia undulata,quassia undulata,Quassia undulata,FALSE,1,6128077,FALSE,,1
Ricinodendron heudelotii,Ricinodendron heudelotii,ricinodendron heudelotii,Ricinodendron heudelotii,FALSE,1,976414,FALSE,,1
Scottellia klaineana,Scottellia klaineana,scottellia klaineana,Scottellia klaineana,FALSE,1,4730042,FALSE,,1
Staudtia kamerunensis,Staudtia kamerunensis,staudtia kamerunensis,Staudtia kamerunensis,FALSE,1,377618,FALSE,,1
Sterculia dawei,Sterculia dawei,sterculia dawei,Sterculia dawei,FALSE,1,6118965,FALSE,,1
Strombosia grandifolia,Strombosia grandifolia,strombosia grandifolia,Strombosia grandifolia,FALSE,1,445142,FALSE,,1
Symphonia globulifera,Symphonia globulifera,symphonia globulifera,Symphonia globulifera,FALSE,1,978306,FALSE,,1
Tabernaemontana crassa,Tabernaemontana crassa,tabernaemontana crassa,Tabernaemontana crassa,FALSE,1,312303,FALSE,,1
Terminalia superba,Terminalia superba,terminalia superba,Terminalia superba,FALSE,1,3933437,FALSE,,1
Tetrorchidium didymostemon,Tetrorchidium didymostemon,tetrorchidium didymostemon,Tetrorchidium didymostemon,FALSE,1,3911018,FALSE,,1
Tetrapleura tetraptera,Tetrapleura tetraptera,tetrapleura tetraptera,Tetrapleura tetraptera,FALSE,1,213992,FALSE,,1
Trichoscypha acuminata,Trichoscypha acuminata,trichoscypha acuminata,Trichoscypha acuminata,FALSE,1,982263,FALSE,,1
Trichilia gilgiana,Trichilia gilgiana,trichilia gilgiana,Trichilia gilgiana,FALSE,1,6125020,FALSE,,1
Trilepisium madagascariense,Trilepisium madagascariense,trilepisium madagascariense,Trilepisium madagascariense,FALSE,1,615044,FALSE,,1
Vitex welwitschii,Vitex welwitschii,vitex welwitschii,Vitex welwitschii,FALSE,1,6086881,FALSE,,1
Xylopia wilwerthii,Xylopia wilwerthii,xylopia wilwerthii,Xylopia wilwerthii,FALSE,1,3868047,FALSE,,1
Zanthoxylum gilletii,Zanthoxylum gilletii,zanthoxylum gilletii,Zanthoxylum gilletii,FALSE,1,4728649,FALSE,,1
Zanha golungensis,Zanha golungensis,zanha golungensis,Zanha golungensis,FALSE,1,5748042,FALSE,,1
Gmelina arborea,Gmelina arborea,gmelina,Gmelina (genus in kingdom Archaeplastida),FALSE,1,215073,FALSE,incertae_sedis,1
Picea glauca,Picea glauca,picea glauca,Picea glauca,FALSE,1,771681,FALSE,,1
Quercus lobata,Quercus lobata,quercus lobata,Quercus lobata,FALSE,1,106849,FALSE,,1
Notholithocarpus densiflorus,Notholithocarpus densiflorus,notholithocarpus densiflorus,Notholithocarpus densiflorus,FALSE,1,456637,FALSE,,1
Quercus inopina,Quercus inopina,quercus inopina,Quercus inopina,FALSE,1,3930849,FALSE,,1
Rubus chamaemorus,Rubus chamaemorus,rubus chamaemorus,Rubus chamaemorus,FALSE,1,902631,FALSE,incertae_sedis_inherited,1
Nothofagus pumilio,Nothofagus pumilio,nothofagus pumilio,Nothofagus pumilio,FALSE,1,811959,FALSE,,1
Nothofagus betuloides,Nothofagus betuloides,nothofagus betuloides,Nothofagus betuloides,FALSE,1,862678,FALSE,,1
Nothofagus solandri,Fuscospora solandri,nothofagus solandri,Fuscospora solandri,FALSE,1,811965,TRUE,,1
Eucalyptus regnans,Eucalyptus regnans,eucalyptus regnans,Eucalyptus regnans,FALSE,1,1022206,FALSE,,1
Arbutus unedo,Arbutus unedo,arbutus unedo,Arbutus unedo,FALSE,1,100947,FALSE,,1
Pinus monticola,Pinus monticola,pinus monticola,Pinus monticola,FALSE,1,568650,FALSE,,1
Pinus contorta,Pinus contorta,pinus contorta,Pinus contorta,FALSE,1,1044477,FALSE,,1
Quercus brantii,Quercus brantii,quercus brantii,Quercus brantii,FALSE,1,1003214,FALSE,,1
Quercus macranthera,Quercus macranthera,quercus macranthera,Quercus macranthera,FALSE,1,473138,FALSE,,1
Quercus castaneifolia,Quercus castaneifolia,quercus castaneifolia,Quercus castaneifolia,FALSE,1,716869,FALSE,,2
Quercus infectoria,Quercus infectoria,quercus infectoria,Quercus infectoria,FALSE,1,426503,FALSE,,1
Quercus libani,Quercus libani,quercus libani,Quercus libani,FALSE,1,715222,FALSE,,1
Dacrycarpus dacrydioides,Dacrycarpus dacrydioides,dacrycarpus dacrydioides,Dacrycarpus dacrydioides,FALSE,1,54153,FALSE,,1
Podocarpus totara,Podocarpus totara,podocarpus totara,Podocarpus totara,FALSE,1,700838,FALSE,,1
Prumnopitys ferruginea,Prumnopitys ferruginea,prumnopitys ferruginea,Prumnopitys ferruginea,FALSE,1,573555,FALSE,,1
Prumnopitys taxifolia,Prumnopitys taxifolia,prumnopitys taxifolia,Prumnopitys taxifolia,FALSE,1,700836,FALSE,,1
Phormium tenax,Phormium tenax,phormium tenax,Phormium tenax,FALSE,1,550811,FALSE,,1
Phormium colensoi,Phormium cookianum,phormium colensoi,Phormium cookianum,FALSE,1,373346,TRUE,,1
Dysoxylum spectabile,Dysoxylum spectabile,dysoxylum spectabile,Dysoxylum spectabile,FALSE,1,711539,FALSE,,1
Pinus banksiana,Pinus banksiana,pinus banksiana,Pinus banksiana,FALSE,1,1075733,FALSE,,1
Elaeocarpus dentatus,Elaeocarpus dentatus,elaeocarpus dentatus,Elaeocarpus dentatus,FALSE,1,5264310,FALSE,,1
Astragalus scaphoides,Astragalus scaphoides,astragalus scaphoides,Astragalus scaphoides,FALSE,1,3924514,FALSE,,1
Shorea spp.,Shorea spp.,shorea,Shorea,FALSE,1,30498,FALSE,,1
Acacia aneura,Acacia aneura,acacia aneura,Acacia aneura,FALSE,1,1093429,FALSE,,2
Acacia craspedocarpa_x_aneura,Acacia craspedocarpa_x_aneura,acacia,Acacia,FALSE,1,560307,FALSE,,1
Acacia tetragonophylla,Acacia tetragonophylla,acacia tetragonophylla,Acacia tetragonophylla,FALSE,1,617512,FALSE,,1
Cassia desolata,Cassia desolata,cassia desolata,Cassia desolata,FALSE,1,3916870,FALSE,,1
Cassia helmsii,Senna artemisioides subsp. helmsii,cassia helmsii,Senna artemisioides subsp. helmsii,FALSE,1,3916846,TRUE,infraspecific,1
Acacia adsurgens,Acacia adsurgens,acacia adsurgens,Acacia adsurgens,FALSE,1,3917631,FALSE,,1
Acacia craspedocarpa,Acacia craspedocarpa,acacia craspedocarpa,Acacia craspedocarpa,FALSE,1,566940,FALSE,,1
Acacia cuthbertsonii,Acacia cuthbertsonii,acacia cuthbertsonii,Acacia cuthbertsonii,FALSE,1,3917582,FALSE,,1
Acacia grasbyi,Acacia grasbyi,acacia grasbyi,Acacia grasbyi,FALSE,1,3918326,FALSE,,1
Acacia sclerosperma,Acacia sclerosperma,acacia sclerosperma,Acacia sclerosperma,FALSE,1,3918384,FALSE,,1
Acacia victoriae,Acacia victoriae,acacia victoriae,Acacia victoriae,FALSE,1,554923,FALSE,,1
Faidherbia albida,Faidherbia albida,faidherbia albida,Faidherbia albida,FALSE,1,8883,FALSE,,1
Abies grandis,Abies grandis,abies grandis,Abies grandis,FALSE,1,343179,FALSE,,2
Salix myrsinifolia_x_phylicifolia,Salix myrsinifolia_x_phylicifolia,salix,Salix (genus in kingdom Archaeplastida),FALSE,1,458856,FALSE,,1
Rhopalostylis sapida,Rhopalostylis sapida,rhopalostylis sapida,Rhopalostylis sapida,FALSE,1,137005,FALSE,,1
Quercus pubescens,Quercus pubescens,quercus pubescens,Quercus pubescens,FALSE,1,426505,FALSE,,2
Pinus lambertiana,Pinus lambertiana,pinus lambertiana,Pinus lambertiana,FALSE,1,568626,FALSE,,1
Abies magnifica,Abies magnifica,abies magnifica,Abies magnifica,FALSE,1,924417,FALSE,,1
Abies procera,Abies procera,abies procera,Abies procera,FALSE,1,876302,FALSE,,1
Quercus falcata,Quercus falcata,quercus falcata,Quercus falcata,FALSE,1,826988,FALSE,,1
Quercus incana,Quercus incana,quercus incana,Quercus incana,FALSE,1,833753,FALSE,,2
Betula alleghaniensis,Betula alleghaniensis,betula alleghaniensis,Betula alleghaniensis,FALSE,1,452595,FALSE,,1
Crataegus flava,Crataegus flava,crataegus flava,Crataegus flava,FALSE,1,70190,FALSE,sibling_higher,2
Morella cerifera,Morella cerifera,morella cerifera,Morella cerifera,FALSE,1,791123,FALSE,,1
Opuntia humifusa,Opuntia humifusa,opuntia humifusa,Opuntia humifusa,FALSE,1,627836,FALSE,,1
Prunus angustifolia,Prunus angustifolia,prunus angustifolia,Prunus angustifolia,FALSE,1,66998,FALSE,sibling_higher,1
Rhus copallinum,Rhus copallinum,rhus copallinum,Rhus copallinum,FALSE,1,731538,FALSE,sibling_higher,1
Rubus cuneifolius,Rubus cuneifolius,rubus cuneifolius,Rubus cuneifolius,FALSE,1,714539,FALSE,incertae_sedis_inherited,1
Vitis rotundifolia,Vitis rotundifolia,vitis rotundifolia,Vitis rotundifolia,FALSE,1,650748,FALSE,,2
Cornus sanguinea,Cornus sanguinea,cornus sanguinea,Cornus sanguinea,FALSE,1,21994,FALSE,,1
Ilex aquifolium,Ilex aquifolium,ilex aquifolium,Ilex aquifolium,FALSE,1,670988,FALSE,,2
Picea sitchensis,Picea sitchensis,picea sitchensis,Picea sitchensis,FALSE,1,771664,FALSE,,1
Amorpha fruticosa,Amorpha fruticosa,amorpha fruticosa,Amorpha fruticosa,FALSE,1,674918,FALSE,,1
Caragana arborescens,Caragana arborescens,caragana arborescens,Caragana arborescens,FALSE,1,110854,FALSE,,1
Cornus amomum,Cornus amomum,cornus amomum,Cornus amomum,FALSE,1,705053,FALSE,,1
Cornus mas,Cornus mas,cornus mas,Cornus mas,FALSE,1,148277,FALSE,,1
Crataegus spp.,Crataegus spp.,crataegus,Crataegus,FALSE,1,842028,FALSE,,1
Elaeagnus angustata,Elaeagnus angustata,elaeagnus angustata,Elaeagnus angustata,FALSE,1,7636649,FALSE,,1
Lonicera tatarica,Lonicera tatarica,lonicera tatarica,Lonicera tatarica,FALSE,1,980069,FALSE,,1
Malus spp.,Malus spp.,malus,Malus,FALSE,1,208026,FALSE,,1
Physocarpus opulifolius,Physocarpus opulifolius,physocarpus opulifolius,Physocarpus opulifolius,FALSE,1,769165,FALSE,,1
Rosa multiflora,Rosa multiflora,rosa multiflora,Rosa multiflora,FALSE,1,908464,FALSE,incertae_sedis_inherited,3
Sorbus aucuparia,Sorbus aucuparia,sorbus aucuparia,Sorbus aucuparia,FALSE,1,217673,FALSE,sibling_higher,1
Pistacia lentiscus,Pistacia lentiscus,pistacia lentiscus,Pistacia lentiscus,FALSE,1,565880,FALSE,,1
Rubus ulmifolius,Rubus ulmifolius,rubus ulmifolius,Rubus ulmifolius,FALSE,1,618036,FALSE,incertae_sedis_inherited,1
Smilax aspera,Smilax aspera,smilax aspera,Smilax aspera,FALSE,1,90943,FALSE,,1
Viburnum tinus,Viburnum tinus,viburnum tinus,Viburnum tinus,FALSE,1,51742,FALSE,,1
Nothofagus cunninghamii,Lophozonia cunninghamii,nothofagus cunninghamii,Lophozonia cunninghamii,FALSE,1,862659,TRUE,,1
Carpinus betulus,Carpinus betulus,carpinus betulus,Carpinus betulus,FALSE,1,466468,FALSE,,1
Alnus incana,Alnus incana,alnus incana,Alnus incana,FALSE,1,791133,FALSE,,1
Betula neoalaskana,Betula neoalaskana,betula neoalaskana,Betula neoalaskana,FALSE,1,46587,FALSE,,1
Larix laricina,Larix laricina,larix laricina,Larix laricina,FALSE,1,804263,FALSE,,1
Hymenaea courbaril,Hymenaea courbaril,hymenaea courbaril,Hymenaea courbaril,FALSE,1,31277,FALSE,,1
Ateleia herbert-smithii,Ateleia herbert-smithii,ateleia herbert-smithii,Ateleia herbert-smithii,FALSE,1,807786,FALSE,,1
Juniperus communis,Juniperus communis,juniperus communis,Juniperus communis,FALSE,1,582859,FALSE,,1
Juniperus phoenicea,Juniperus phoenicea,juniperus phoenicea,Juniperus phoenicea,FALSE,1,740296,FALSE,,1
Juniperus sabina,Juniperus sabina,juniperus sabina,Juniperus sabina,FALSE,1,209226,FALSE,,2
Eucalyptus fastigata,Eucalyptus fastigata,eucalyptus fastigata,Eucalyptus fastigata,FALSE,1,1086705,FALSE,,1
Pinus densiflora,Pinus densiflora,pinus densiflora,Pinus densiflora,FALSE,1,327708,FALSE,,1
Pyrrocoma radiata,Pyrrocoma radiata,pyrrocoma radiata,Pyrrocoma radiata,FALSE,1,3898737,FALSE,,1
Chionochloa crassiuscula,Chionochloa crassiuscula,chionochloa crassiuscula,Chionochloa crassiuscula,FALSE,1,729122,FALSE,,1
Chionochloa pallens,Chionochloa pallens,chionochloa pallens,Chionochloa pallens,FALSE,1,377103,FALSE,,1
Chionochloa rigida,Chionochloa rigida,chionochloa rigida,Chionochloa rigida,FALSE,1,377105,FALSE,,1
Chionochloa spiralis,Chionochloa spiralis,chionochloa spiralis,Chionochloa spiralis,FALSE,1,205742,FALSE,,1
Chionochloa teretifolia,Chionochloa teretifolia,chionochloa teretifolia,Chionochloa teretifolia,FALSE,1,128092,FALSE,,1
Chionochloa conspicua,Chionochloa conspicua,chionochloa conspicua,Chionochloa conspicua,FALSE,1,729136,FALSE,,1
Chionochloa flavescens,Chionochloa flavescens,chionochloa flavescens,Chionochloa flavescens,FALSE,1,685317,FALSE,,1
Chionochloa oreophila,Chionochloa oreophila,chionochloa oreophila,Chionochloa oreophila,FALSE,1,205740,FALSE,,1
Chionochloa australis,Chionochloa australis,chionochloa australis,Chionochloa australis,FALSE,1,729130,FALSE,,1
Larix kaempferi,Larix kaempferi,larix kaempferi,Larix kaempferi,FALSE,1,154040,FALSE,,1
Quercus agrifolia,Quercus agrifolia,quercus agrifolia,Quercus agrifolia,FALSE,1,403384,FALSE,,1
Quercus chrysolepis,Quercus chrysolepis,quercus chrysolepis,Quercus chrysolepis,FALSE,1,403389,FALSE,,1
Quercus douglasii,Quercus douglasii,quercus douglasii,Quercus douglasii,FALSE,1,3930798,FALSE,,1
Quercus kelloggii,Quercus kelloggii,quercus kelloggii,Quercus kelloggii,FALSE,1,403375,FALSE,,1
Quercus wislizeni,Quercus wislizeni,quercus wislizeni,Quercus wislizeni,FALSE,1,470257,FALSE,,1
Quercus engelmannii,Quercus engelmannii,quercus engelmannii,Quercus engelmannii,FALSE,1,403392,FALSE,,1
Quercus garryana,Quercus garryana,quercus garryana,Quercus garryana,FALSE,1,926287,FALSE,,1
Carya floridana,Carya floridana,carya floridana,Carya floridana,FALSE,1,3931020,FALSE,,1
Astrocaryum mexicanum,Astrocaryum mexicanum,astrocaryum mexicanum,Astrocaryum mexicanum,FALSE,1,731877,FALSE,,1
Quercus dentata,Quercus dentata,quercus dentata,Quercus dentata,FALSE,1,429749,FALSE,,3
Pinus palustris,Pinus palustris,pinus palustris,Pinus palustris,FALSE,1,351667,FALSE,,1
Eucalyptus obliqua,Eucalyptus obliqua,eucalyptus obliqua,Eucalyptus obliqua,FALSE,1,217664,FALSE,,1
Carya alba,Carya alba,carya alba,Carya alba,FALSE,1,5749506,FALSE,,1
Juglans regia,Juglans regia,juglans regia,Juglans regia,FALSE,1,138717,FALSE,,1
Pinus taeda,Pinus taeda,pinus taeda,Pinus taeda,FALSE,1,1075736,FALSE,,1
Betula papyrifera,Betula papyrifera,betula papyrifera,Betula papyrifera,FALSE,1,267725,FALSE,,1
Chamaecyparis obtusa,Chamaecyparis obtusa,chamaecyparis obtusa,Chamaecyparis obtusa,FALSE,1,324772,FALSE,,1
Aesculus turbinata,Aesculus turbinata,aesculus turbinata,Aesculus turbinata,FALSE,1,332616,FALSE,,1
Dirca palustris,Dirca palustris,dirca palustris,Dirca palustris,FALSE,1,1015612,FALSE,,1
Larix occidentalis,Larix occidentalis,larix occidentalis,Larix occidentalis,FALSE,1,994602,FALSE,,1
Carpinus laxiflora,Carpinus laxiflora,carpinus laxiflora,Carpinus laxiflora,FALSE,1,731667,FALSE,,1
Larix sibirica,Larix sibirica,larix sibirica,Larix sibirica,FALSE,1,814107,FALSE,,1
Tilia cordata,Tilia cordata,tilia cordata,Tilia cordata,FALSE,1,218598,FALSE,,1
