species,name_cleaned,search_string,unique_name,approximate_match,score,ott_id,is_synonym,flags,number_matches
Dioclea wilsonii,Dioclea wilsonii,dioclea wilsonii,Dioclea wilsonii,FALSE,1,838644,FALSE,,1
Dipteryx oleifera,Dipteryx oleifera,dipteryx oleifera,Dipteryx oleifera,FALSE,1,1073370,FALSE,,1
Doliocarpus dentatus,Doliocarpus dentatus,doliocarpus dentatus,Doliocarpus dentatus,FALSE,1,5729499,FALSE,,1
Doliocarpus major,Doliocarpus major,doliocarpus major,Doliocarpus major,FALSE,1,151309,FALSE,,1
Doliocarpus multiflorus,Doliocarpus multiflorus,doliocarpus multiflorus,Doliocarpus multiflorus,FALSE,1,899444,FALSE,,1
Doliocarpus olivaceus,Doliocarpus olivaceus,doliocarpus olivaceus,Doliocarpus olivaceus,FALSE,1,3869186,FALSE,,1
Dolichandra unguis-cati,Dolichandra unguis-cati,dolichandra unguis-cati,Dolichandra unguis-cati,FALSE,1,1001573,FALSE,,1
Drypetes standleyi,Drypetes standleyi,drypetes standleyi,Drypetes standleyi,FALSE,1,3909753,FALSE,,1
Entada gigas,Entada gigas,entada gigas,Entada gigas,FALSE,1,599217,FALSE,,1
Entada polystachya,Entada polystachya,entada polystachya,Entada polystachya,FALSE,1,599225,FALSE,,1
Erythrina costaricensis,Erythrina costaricensis,erythrina costaricensis,Erythrina costaricensis,FALSE,1,337220,FALSE,,1
Erythroxylum panamense,Erythroxylum panamense,erythroxylum panamense,Erythroxylum panamense,FALSE,1,1073368,FALSE,,1
Eugenia florida,Eugenia florida,eugenia florida,Eugenia florida,FALSE,1,226227,FALSE,sibling_higher,1
Eugenia galalonensis,Eugenia galalonensis,eugenia galalonensis,Eugenia galalonensis,FALSE,1,1073364,FALSE,sibling_higher,1
Eugenia nesiotica,Eugenia nesiotica,eugenia nesiotica,Eugenia nesiotica,FALSE,1,1073356,FALSE,sibling_higher,1
Eugenia oerstediana,Eugenia oerstediana,eugenia oerstediana,Eugenia oerstediana,FALSE,1,1073358,FALSE,sibling_higher,1
Faramea occidentalis,Faramea occidentalis,faramea occidentalis,Faramea occidentalis,FALSE,1,243665,FALSE,,1
Ficus insipida,Ficus insipida,ficus insipida,Ficus insipida,FALSE,1,49029,FALSE,,1
Forsteronia acouci,Forsteronia acouci,forsteronia acouci,Forsteronia acouci,FALSE,1,426412,FALSE,,1
Fridericia candicans,Fridericia candicans,fridericia candicans,Fridericia candicans,FALSE,1,7054084,FALSE,,1
Fridericia patellifera,Fridericia patellifera,fridericia patellifera,Fridericia patellifera,FALSE,1,420411,FALSE,,1
Fridericia schumanniana,Fridericia schumanniana,fridericia schumanniana,Fridericia schumanniana,FALSE,1,946261,FALSE,,1
Garcinia intermedia,Garcinia intermedia,garcinia intermedia,Garcinia intermedia,FALSE,1,978311,FALSE,,1
Garcinia madruno,Garcinia madruno,garcinia madruno,Garcinia madruno,FALSE,1,203088,FALSE,,1
Genipa americana,Genipa americana,genipa americana,Genipa americana,FALSE,1,771037,FALSE,,1
Gnetum leyboldii,Gnetum leyboldii,gnetum leyboldii,Gnetum leyboldii,FALSE,1,425764,FALSE,,1
Guatteria amplifolia,Guatteria amplifolia,guatteria amplifolia,Guatteria amplifolia,FALSE,1,547047,FALSE,,1
Guarea guidonia,Guarea guidonia,guarea guidonia,Guarea guidonia,FALSE,1,1060890,FALSE,,1
Guatteria lucens,Guatteria lucens,guatteria lucens,Guatteria lucens,FALSE,1,3868830,FALSE,,1
Guarea megantha,Guarea grandifolia,guarea megantha,Guarea grandifolia,FALSE,1,347241,TRUE,,1
Guapira myrtiflora,Guapira myrtiflora,guapira myrtiflora,Guapira myrtiflora,FALSE,1,6038312,FALSE,,1
Guazuma ulmifolia,Guazuma ulmifolia,guazuma ulmifolia,Guazuma ulmifolia,FALSE,1,526994,FALSE,,1
Gustavia superba,Gustavia superba,gustavia superba,Gustavia superba,FALSE,1,963258,FALSE,,1
Hampea appendiculata,Hampea appendiculata,hampea appendiculata,Hampea appendiculata,FALSE,1,552292,FALSE,,1
Hamelia axillaris,Hamelia axillaris,hamelia axillaris,Hamelia axillaris,FALSE,1,347250,FALSE,,1
Hasseltia floribunda,Hasseltia floribunda,hasseltia floribunda,Hasseltia floribunda,FALSE,1,265366,FALSE,,1
Heisteria acuminata,Heisteria acuminata,heisteria acuminata,Heisteria acuminata,FALSE,1,347246,FALSE,,1
Heisteria concinna,Heisteria concinna,heisteria concinna,Heisteria concinna,FALSE,1,388657,FALSE,,1
Herrania purpurea,Herrania purpurea,herrania purpurea,Herrania purpurea,FALSE,1,1088452,FALSE,,1
Hieronyma alchorneoides,Hieronyma alchorneoides,hieronyma alchorneoides,Hieronyma alchorneoides,FALSE,1,1029172,FALSE,,1
Hiraea smilacina,Hiraea smilacina,hiraea smilacina,Hiraea smilacina,FALSE,1,36001,FALSE,,1
Hirtella triandra,Hirtella triandra,hirtella triandra,Hirtella triandra,FALSE,1,347218,FALSE,,1
Hura crepitans,Hura crepitans,hura crepitans,Hura crepitans,FALSE,1,870626,FALSE,,1
Hylenaea praecelsa,Hylenaea praecelsa,hylenaea praecelsa,Hylenaea praecelsa,FALSE,1,739330,FALSE,,1
Inga acuminata,Inga acuminata,inga acuminata,Inga acuminata,FALSE,1,814551,FALSE,sibling_higher,1
Inga marginata,Inga marginata,inga marginata,Inga marginata,FALSE,1,396537,FALSE,sibling_higher,1
Inga nobilis,Inga nobilis,inga nobilis,Inga nobilis,FALSE,1,634775,FALSE,sibling_higher,1
Inga punctata,Inga punctata,inga punctata,Inga punctata,FALSE,1,394350,FALSE,sibling_higher,1
Inga ruiziana,Inga ruiziana,inga ruiziana,Inga ruiziana,FALSE,1,290663,FALSE,sibling_higher,1
Inga sapindoides,Inga sapindoides,inga sapindoides,Inga sapindoides,FALSE,1,290670,FALSE,sibling_higher,1
Inga thibaudiana,Inga thibaudiana,inga thibaudiana,Inga thibaudiana,FALSE,1,19668,FALSE,sibling_higher,1
Jacaranda copaia,Jacaranda copaia,jacaranda copaia,Jacaranda copaia,FALSE,1,488726,FALSE,,1
Lacistema aggregatum,Lacistema aggregatum,lacistema aggregatum,Lacistema aggregatum,FALSE,1,1037112,FALSE,,1
Lacmellea panamensis,Lacmellea panamensis,lacmellea panamensis,Lacmellea panamensis,FALSE,1,347215,FALSE,,1
Laetia procera,Laetia procera,laetia procera,Laetia procera,FALSE,1,33095,FALSE,,1
Laetia thamnia,Laetia thamnia,laetia thamnia,Laetia thamnia,FALSE,1,922305,FALSE,,1
Lafoensia punicifolia,Lafoensia punicifolia,lafoensia punicifolia,Lafoensia punicifolia,FALSE,1,922307,FALSE,,1
Licania hypoleuca,Licania hypoleuca,licania hypoleuca,Licania hypoleuca,FALSE,1,922309,FALSE,,1
